from,to,distance_old,h_max_old,cruise_height_old,climb_height_old,descent_height_old,distance_new,h_max_new,cruise_height_new,climb_height_new,descent_height_new,delta_h_max,delta_cruise_height
S007,S013,8041.876633215178,358.60723876953125,408.6072387695313,60.10723876953125,56.90723876953126,8041.876633215178,382.5381164550781,432.5381164550781,84.03811645507812,80.83811645507814,23.930877685546875,23.930877685546818
S007,S014,9672.514871591644,509.8681945800781,559.8681945800781,211.36819458007807,208.86819458007807,9672.514871591644,530.8557739257812,580.8557739257812,232.35577392578125,229.85577392578125,20.987579345703125,20.987579345703125
S007,S015,2228.379705571588,436.229248046875,486.229248046875,137.729248046875,11.729248046875,2228.379705571588,452.918212890625,502.918212890625,154.418212890625,28.418212890625,16.68896484375,16.68896484375
S008,O01,8109.461983662226,323.0506286621094,373.0506286621094,102.1506286621094,245.3506286621094,8109.461983662226,322.9093322753906,372.9093322753906,102.00933227539063,245.20933227539064,-0.14129638671875,-0.14129638671875
S008,S001,5983.170216573233,349.1777038574219,399.1777038574219,128.2777038574219,215.17770385742188,5983.170216573233,316.78717041015625,366.78717041015625,95.88717041015629,182.78717041015625,-32.390533447265625,-32.390533447265625
S008,S002,4795.75091995656,314.31085205078125,364.3108520507813,93.41085205078129,144.81085205078125,4795.75091995656,331.8424987792969,381.8424987792969,110.9424987792969,162.34249877929688,17.531646728515625,17.531646728515568
S008,S003,6261.086594538331,717.08740234375,767.08740234375,496.18740234375,428.58740234375,6261.086594538331,746.0787353515625,796.0787353515625,525.1787353515625,457.5787353515625,28.9913330078125,28.9913330078125
S008,S004,2607.406751047093,257.7665405273437,307.7665405273437,36.86654052734377,79.46654052734374,2607.406751047093,336.83349609375,386.83349609375,115.93349609375002,158.53349609375,79.0669555664063,79.0669555664063
S008,S005,3047.7742448848744,313.5459289550781,363.5459289550781,92.64592895507816,168.54592895507812,3047.7742448848744,316.78717041015625,366.78717041015625,95.88717041015629,171.78717041015625,3.241241455078125,3.241241455078125
S008,S006,8092.942164777616,342.888427734375,392.888427734375,121.98842773437502,78.08842773437499,8092.942164777616,517.8421020507812,567.8421020507812,296.9421020507813,253.04210205078124,174.95367431640625,174.95367431640625
S008,S007,5931.502490714411,480.8521423339844,530.8521423339844,259.9521423339844,182.3521423339844,5931.502490714411,606.739501953125,656.739501953125,385.839501953125,308.239501953125,125.88735961914062,125.88735961914062
S008,S009,5018.255609500637,318.2400207519531,368.2400207519531,97.34002075195316,138.24002075195312,5018.255609500637,338.620361328125,388.620361328125,117.72036132812502,158.620361328125,20.380340576171875,20.380340576171875
S008,S010,9305.0068579956,377.755859375,427.755859375,156.85585937500002,76.15585937499998,9305.0068579956,419.0903015136719,469.0903015136719,198.1903015136719,117.49030151367184,41.334442138671875,41.334442138671875
S008,S011,5348.220405213765,274.99462890625,324.99462890625,54.09462890625002,112.89462890625,5348.220405213765,362.91650390625,412.91650390625,142.01650390625002,200.81650390625,87.921875,87.921875
S008,S012,7720.902518300755,331.659912109375,381.659912109375,110.75991210937502,101.859912109375,7720.902518300755,309.1531982421875,359.1531982421875,88.25319824218752,79.35319824218749,-22.5067138671875,-22.5067138671875
