gap_id,pattern_id,coverage_start_s,coverage_end_s,before_state_id,after_state_id,required_samples,relay_alternatives,full_cover_alternatives,union_covered_samples,union_cover_pass
PG002336,P003010,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002338,P003012,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002339,P003014,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002346,P003022,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002352,P003032,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002354,P003042,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002355,P003044,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002356,P003046,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002357,P003050,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002358,P003052,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002359,P003054,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002361,P003056,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002362,P003058,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002371,P003068,1040.05,1767.44,BS000218,BS000002,73,15,15,73,1
PG002373,P003070,1040.05,1767.44,BS000218,BS000002,73,15,15,73,1
PG002375,P003072,1040.05,1767.44,BS000218,BS000002,73,15,15,73,1
PG002377,P003074,1040.05,1767.44,BS000218,BS000002,73,15,15,73,1
PG002264,P002911,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002266,P002913,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002268,P002915,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002269,P002919,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002273,P002923,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002275,P002925,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002277,P002927,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002282,P002935,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002284,P002937,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002286,P002939,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002289,P002943,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002290,P002945,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002291,P002947,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002292,P002953,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002300,P002961,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002302,P002963,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002304,P002965,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002306,P002967,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002308,P002969,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002318,P002981,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002325,P002991,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002327,P002995,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002329,P003001,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002331,P003003,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002333,P003005,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002335,P003009,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002337,P003011,680.418,1401.799,BS000198,BS000026,72,15,15,72,1
PG002353,P003033,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002360,P003055,710.418,1431.799,BS000198,BS000026,72,15,15,72,1
PG002372,P003069,740.418,1461.799,BS000198,BS000026,72,15,15,72,1
PG002374,P003071,740.418,1461.799,BS000198,BS000026,72,15,15,72,1
PG002376,P003073,740.418,1461.799,BS000198,BS000026,72,15,15,72,1
PG002378,P003075,740.418,1461.799,BS000198,BS000026,72,15,15,72,1
PG002270,P002920,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002279,P002932,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002293,P002954,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002295,P002956,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002297,P002958,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002311,P002974,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002313,P002976,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002315,P002978,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002319,P002982,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002320,P002984,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002321,P002986,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002323,P002988,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002340,P003016,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002342,P003018,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002344,P003020,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002347,P003024,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002348,P003026,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002349,P003028,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002351,P003030,950.05,1707.44,BS000218,BS000002,76,15,15,76,1
PG002363,P003060,1010.05,1767.44,BS000218,BS000002,76,15,15,76,1
PG002365,P003062,1010.05,1767.44,BS000218,BS000002,76,15,15,76,1
PG002367,P003064,1010.05,1767.44,BS000218,BS000002,76,15,15,76,1
PG002369,P003066,1010.05,1767.44,BS000218,BS000002,76,15,15,76,1
PG002271,P002921,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002280,P002933,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002294,P002955,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002296,P002957,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002298,P002959,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002312,P002975,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002314,P002977,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002316,P002979,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002322,P002987,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002341,P003017,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002343,P003019,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002345,P003021,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002350,P003029,710.418,1461.799,BS000198,BS000026,75,15,15,75,1
PG002364,P003061,740.418,1491.799,BS000198,BS000026,75,15,15,75,1
PG002366,P003063,740.418,1491.799,BS000198,BS000026,75,15,15,75,1
PG002368,P003065,740.418,1491.799,BS000198,BS000026,75,15,15,75,1
PG002370,P003067,740.418,1491.799,BS000198,BS000026,75,15,15,75,1
PG002379,P003076,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002382,P003081,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002383,P003082,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002384,P003083,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002386,P003086,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002388,P003088,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002390,P003090,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002396,P003106,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002397,P003107,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002398,P003108,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002399,P003109,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002400,P003111,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002401,P003113,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002402,P003115,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002411,P003129,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002412,P003131,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002413,P003135,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002414,P003136,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002415,P003137,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002417,P003141,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002418,P003143,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002419,P003145,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002420,P003147,1192.283,2033.473,BS000027,BS000200,84,9,9,84,1
PG002429,P003161,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002430,P003163,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002431,P003167,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002432,P003168,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002433,P003173,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002434,P003175,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002435,P003177,1252.283,2093.473,BS000027,BS000200,84,9,9,84,1
PG002441,P003187,1312.283,2153.473,BS000027,BS000200,84,9,9,84,1
PG002442,P003188,1312.283,2153.473,BS000027,BS000200,84,9,9,84,1
PG002443,P003189,1312.283,2153.473,BS000027,BS000200,84,9,9,84,1
PG002445,P003191,1312.283,2153.473,BS000027,BS000200,84,9,9,84,1
PG002380,P003079,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002387,P003087,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002389,P003089,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002391,P003091,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002392,P003095,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002393,P003103,764.701,1600.576,BS000199,BS000219,84,9,9,84,1
PG002416,P003138,794.701,1630.576,BS000199,BS000219,84,9,9,84,1
PG002436,P003178,794.701,1630.576,BS000199,BS000219,84,9,9,84,1
PG002444,P003190,824.701,1660.576,BS000199,BS000219,84,9,9,84,1
PG002446,P003192,824.701,1660.576,BS000199,BS000219,84,9,9,84,1
PG002381,P003080,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002385,P003085,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002394,P003104,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002403,P003117,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002405,P003121,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002407,P003123,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002409,P003125,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002421,P003149,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002423,P003153,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002425,P003155,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002427,P003157,1222.283,2093.473,BS000027,BS000200,87,9,9,87,1
PG002437,P003183,1282.283,2153.473,BS000027,BS000200,87,9,9,87,1
PG002439,P003185,1282.283,2153.473,BS000027,BS000200,87,9,9,87,1
PG002395,P003105,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002404,P003118,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002406,P003122,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002408,P003124,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002410,P003126,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002422,P003150,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002424,P003154,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002426,P003156,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002428,P003158,794.701,1660.576,BS000199,BS000219,87,9,9,87,1
PG002438,P003184,824.701,1690.576,BS000199,BS000219,87,9,9,87,1
PG002440,P003186,824.701,1690.576,BS000199,BS000219,87,9,9,87,1
PG002447,P003193,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002448,P003194,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002449,P003195,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002451,P003197,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002453,P003199,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002457,P003203,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002458,P003204,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002459,P003205,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002465,P003213,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002467,P003215,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002469,P003217,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002472,P003221,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002485,P003241,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002487,P003243,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002489,P003245,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002491,P003247,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002493,P003249,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002499,P003255,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002510,P003275,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002512,P003277,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002514,P003279,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002516,P003283,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002518,P003285,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002520,P003287,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002522,P003289,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002525,P003295,1063.228,1721.892,BS000029,BS000202,66,14,14,66,1
PG002533,P003319,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002535,P003323,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002537,P003325,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002539,P003327,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002541,P003329,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002542,P003331,1123.228,1781.892,BS000029,BS000202,66,14,14,66,1
PG002551,P003341,1183.228,1841.892,BS000029,BS000202,66,14,14,66,1
PG002553,P003343,1183.228,1841.892,BS000029,BS000202,66,14,14,66,1
PG002555,P003345,1183.228,1841.892,BS000029,BS000202,66,14,14,66,1
PG002557,P003347,1183.228,1841.892,BS000029,BS000202,66,14,14,66,1
PG002450,P003196,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002452,P003198,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002454,P003200,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002460,P003206,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002461,P003208,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002462,P003210,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002466,P003214,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002468,P003216,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002470,P003218,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002471,P003220,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002473,P003222,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002474,P003224,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002475,P003226,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002476,P003228,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002477,P003230,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002478,P003232,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002486,P003242,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002488,P003244,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002490,P003246,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002492,P003248,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002494,P003250,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002500,P003256,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002506,P003266,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002507,P003268,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002508,P003270,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002509,P003272,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002511,P003276,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002513,P003278,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002515,P003280,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002517,P003284,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002519,P003286,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002521,P003288,790.18,1444.691,BS000201,BS000220,66,14,14,66,1
PG002531,P003316,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002532,P003318,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002534,P003320,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002536,P003324,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002538,P003326,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002540,P003328,820.18,1474.691,BS000201,BS000220,66,14,14,66,1
PG002552,P003342,850.18,1504.691,BS000201,BS000220,66,14,14,66,1
PG002554,P003344,850.18,1504.691,BS000201,BS000220,66,14,14,66,1
PG002556,P003346,850.18,1504.691,BS000201,BS000220,66,14,14,66,1
PG002558,P003348,850.18,1504.691,BS000201,BS000220,66,14,14,66,1
PG002455,P003201,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002463,P003211,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002479,P003233,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002481,P003235,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002483,P003237,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002495,P003251,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002497,P003253,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002501,P003257,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002502,P003259,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002503,P003261,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002505,P003263,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002523,P003291,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002524,P003293,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002526,P003297,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002527,P003299,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002528,P003301,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002530,P003303,1093.228,1781.892,BS000029,BS000202,69,14,14,69,1
PG002543,P003333,1153.228,1841.892,BS000029,BS000202,69,14,14,69,1
PG002545,P003335,1153.228,1841.892,BS000029,BS000202,69,14,14,69,1
PG002547,P003337,1153.228,1841.892,BS000029,BS000202,69,14,14,69,1
PG002549,P003339,1153.228,1841.892,BS000029,BS000202,69,14,14,69,1
PG002456,P003202,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002464,P003212,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002480,P003234,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002482,P003236,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002484,P003238,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002496,P003252,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002498,P003254,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002504,P003262,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002529,P003302,820.18,1504.691,BS000201,BS000220,69,14,14,69,1
PG002544,P003334,850.18,1534.691,BS000201,BS000220,69,14,14,69,1
PG002546,P003336,850.18,1534.691,BS000201,BS000220,69,14,14,69,1
PG002548,P003338,850.18,1534.691,BS000201,BS000220,69,14,14,69,1
PG002550,P003340,850.18,1534.691,BS000201,BS000220,69,14,14,69,1
PG002559,P003349,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002561,P003351,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002563,P003353,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002565,P003355,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002566,P003357,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002570,P003361,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002572,P003363,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002574,P003365,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002579,P003377,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002590,P003403,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002592,P003405,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002593,P003407,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002594,P003409,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002595,P003411,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002600,P003417,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002606,P003437,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002608,P003439,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002610,P003441,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002612,P003445,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002613,P003447,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002616,P003457,952.348,1390.3,BS000031,BS000204,44,8,8,44,1
PG002621,P003481,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002623,P003485,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002624,P003487,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002625,P003489,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002627,P003491,1012.348,1450.3,BS000031,BS000204,44,8,8,44,1
PG002636,P003503,1072.348,1510.3,BS000031,BS000204,44,8,8,44,1
PG002638,P003505,1072.348,1510.3,BS000031,BS000204,44,8,8,44,1
PG002640,P003507,1072.348,1510.3,BS000031,BS000204,44,8,8,44,1
PG002642,P003509,1072.348,1510.3,BS000031,BS000204,44,8,8,44,1
PG002560,P003350,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002562,P003352,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002564,P003354,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002567,P003358,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002571,P003362,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002573,P003364,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002575,P003366,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002578,P003376,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002580,P003378,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002581,P003382,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002582,P003386,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002583,P003392,736.237,1162.648,BS000203,BS000221,44,8,8,44,1
PG002591,P003404,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002607,P003438,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002609,P003440,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002611,P003442,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002622,P003482,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002626,P003490,766.237,1192.648,BS000203,BS000221,44,8,8,44,1
PG002637,P003504,796.237,1222.648,BS000203,BS000221,44,8,8,44,1
PG002639,P003506,796.237,1222.648,BS000203,BS000221,44,8,8,44,1
PG002641,P003508,796.237,1222.648,BS000203,BS000221,44,8,8,44,1
PG002643,P003510,796.237,1222.648,BS000203,BS000221,44,8,8,44,1
PG002568,P003359,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002576,P003371,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002584,P003393,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002586,P003395,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002588,P003397,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002596,P003413,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
PG002598,P003415,982.348,1450.3,BS000031,BS000204,47,8,8,47,1
