gap_id,pattern_id,coverage_start_s,coverage_end_s,before_state_id,after_state_id,required_samples,relay_alternatives,full_cover_alternatives,union_covered_samples,union_cover_pass
PG002744,P003837,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002748,P003839,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002750,P003841,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002754,P003843,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002756,P003844,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002758,P003845,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002760,P003846,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002764,P003852,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002768,P003857,999.231,1079.231,BS000224,BS000225,7,2,2,7,1
PG002778,P003873,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002782,P003875,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002786,P003877,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002790,P003881,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002794,P003891,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002798,P003893,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002802,P003897,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002804,P003899,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002806,P003901,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002810,P003913,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002812,P003914,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002814,P003915,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002818,P003927,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002822,P003929,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002826,P003937,1029.231,1109.231,BS000224,BS000225,7,2,2,7,1
PG002830,P003951,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002834,P003959,1059.231,1139.231,BS000224,BS000225,7,2,2,7,1
PG002838,P003965,1089.231,1169.231,BS000224,BS000225,7,2,2,7,1
PG002842,P003967,1089.231,1169.231,BS000224,BS000225,7,2,2,7,1
PG002846,P003969,1089.231,1169.231,BS000224,BS000225,7,2,2,7,1
PG002850,P003971,1089.231,1169.231,BS000224,BS000225,7,2,2,7,1
PG002854,P003973,1119.231,1199.231,BS000224,BS000225,7,2,2,7,1
PG002856,P003974,1119.231,1199.231,BS000224,BS000225,7,2,2,7,1
PG002858,P003975,1119.231,1199.231,BS000224,BS000225,7,2,2,7,1
PG002862,P003977,1119.231,1199.231,BS000224,BS000225,7,2,2,7,1
PG002741,P003835,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002743,P003836,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002745,P003837,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002749,P003839,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002751,P003841,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002757,P003844,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002759,P003845,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002761,P003846,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002769,P003857,1099.231,1780.467,BS000226,BS000012,68,15,15,68,1
PG002791,P003881,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002811,P003913,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002813,P003914,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002815,P003915,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002831,P003951,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002835,P003959,1159.231,1840.467,BS000226,BS000012,68,15,15,68,1
PG002855,P003973,1219.231,1900.467,BS000226,BS000012,68,15,15,68,1
PG002857,P003974,1219.231,1900.467,BS000226,BS000012,68,15,15,68,1
PG002859,P003975,1219.231,1900.467,BS000226,BS000012,68,15,15,68,1
PG002863,P003977,1219.231,1900.467,BS000226,BS000012,68,15,15,68,1
PG002746,P003838,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002752,P003842,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002762,P003847,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002766,P003856,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002770,P003858,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002772,P003862,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002774,P003866,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002776,P003872,721.736,1425.133,BS000206,BS000227,72,15,15,72,1
PG002792,P003882,751.736,1455.133,BS000206,BS000227,72,15,15,72,1
PG002816,P003916,751.736,1455.133,BS000206,BS000227,72,15,15,72,1
PG002832,P003952,751.736,1455.133,BS000206,BS000227,72,15,15,72,1
PG002836,P003960,751.736,1455.133,BS000206,BS000227,72,15,15,72,1
PG002860,P003976,781.736,1485.133,BS000206,BS000227,72,15,15,72,1
PG002864,P003978,781.736,1485.133,BS000206,BS000227,72,15,15,72,1
PG002747,P003838,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002753,P003842,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002763,P003847,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002767,P003856,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002771,P003858,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002773,P003862,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002775,P003866,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002777,P003872,1445.133,1525.133,BS000228,BS000229,7,2,2,7,1
PG002781,P003874,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002785,P003876,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002789,P003878,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002793,P003882,1475.133,1555.133,BS000228,BS000229,7,2,2,7,1
PG002797,P003892,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002801,P003894,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002809,P003902,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002817,P003916,1475.133,1555.133,BS000228,BS000229,7,2,2,7,1
PG002821,P003928,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002825,P003930,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002829,P003938,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002833,P003952,1475.133,1555.133,BS000228,BS000229,7,2,2,7,1
PG002837,P003960,1475.133,1555.133,BS000228,BS000229,7,2,2,7,1
PG002841,P003966,1535.133,1615.133,BS000228,BS000229,7,2,2,7,1
PG002845,P003968,1535.133,1615.133,BS000228,BS000229,7,2,2,7,1
PG002849,P003970,1535.133,1615.133,BS000228,BS000229,7,2,2,7,1
PG002853,P003972,1535.133,1615.133,BS000228,BS000229,7,2,2,7,1
PG002861,P003976,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002865,P003978,1505.133,1585.133,BS000228,BS000229,7,2,2,7,1
PG002755,P003843,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002765,P003852,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002779,P003873,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002783,P003875,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002787,P003877,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002795,P003891,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002799,P003893,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002803,P003897,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002805,P003899,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002807,P003901,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002819,P003927,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002823,P003929,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002827,P003937,1129.231,1840.467,BS000226,BS000012,71,15,15,71,1
PG002839,P003965,1189.231,1900.467,BS000226,BS000012,71,15,15,71,1
PG002843,P003967,1189.231,1900.467,BS000226,BS000012,71,15,15,71,1
PG002847,P003969,1189.231,1900.467,BS000226,BS000012,71,15,15,71,1
PG002851,P003971,1189.231,1900.467,BS000226,BS000012,71,15,15,71,1
PG002780,P003874,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002784,P003876,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002788,P003878,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002796,P003892,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002800,P003894,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002808,P003902,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002820,P003928,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002824,P003930,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002828,P003938,751.736,1485.133,BS000206,BS000227,75,15,15,75,1
PG002840,P003966,781.736,1515.133,BS000206,BS000227,75,15,15,75,1
PG002844,P003968,781.736,1515.133,BS000206,BS000227,75,15,15,75,1
PG002848,P003970,781.736,1515.133,BS000206,BS000227,75,15,15,75,1
PG002852,P003972,781.736,1515.133,BS000206,BS000227,75,15,15,75,1
PG002866,P003979,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002868,P003981,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002870,P003983,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002874,P003987,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002876,P003989,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002878,P003991,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002882,P003995,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002884,P003997,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002885,P003999,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002888,P004005,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002894,P004011,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002895,P004015,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002897,P004017,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002899,P004019,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002903,P004023,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002909,P004029,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002910,P004039,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002912,P004041,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002914,P004045,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002916,P004047,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002919,P004051,914.712,1388.366,BS000230,BS000014,48,8,8,48,1
PG002925,P004069,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002927,P004073,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002929,P004075,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002931,P004077,974.712,1448.366,BS000230,BS000014,48,8,8,48,1
PG002936,P004083,1034.712,1508.366,BS000230,BS000014,48,8,8,48,1
PG002938,P004085,1034.712,1508.366,BS000230,BS000014,48,8,8,48,1
PG002940,P004087,1034.712,1508.366,BS000230,BS000014,48,8,8,48,1
PG002942,P004089,1034.712,1508.366,BS000230,BS000014,48,8,8,48,1
PG002867,P003980,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002869,P003982,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002871,P003984,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002875,P003988,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002877,P003990,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002879,P003992,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002883,P003996,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002886,P004000,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002887,P004002,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002889,P004006,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002896,P004016,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002898,P004018,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002900,P004020,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002904,P004024,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002911,P004040,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002913,P004042,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002915,P004046,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002917,P004048,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002920,P004052,675.176,1143.056,BS000207,BS000042,48,8,8,48,1
PG002926,P004070,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002928,P004074,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002930,P004076,705.176,1173.056,BS000207,BS000042,48,8,8,48,1
PG002937,P004084,735.176,1203.056,BS000207,BS000042,48,8,8,48,1
PG002939,P004086,735.176,1203.056,BS000207,BS000042,48,8,8,48,1
PG002941,P004088,735.176,1203.056,BS000207,BS000042,48,8,8,48,1
PG002943,P004090,735.176,1203.056,BS000207,BS000042,48,8,8,48,1
PG002872,P003985,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002880,P003993,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002890,P004007,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002892,P004009,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002901,P004021,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002905,P004025,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002907,P004027,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002918,P004049,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002921,P004053,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002923,P004055,944.712,1448.366,BS000230,BS000014,51,8,8,51,1
PG002932,P004079,1004.712,1508.366,BS000230,BS000014,51,8,8,51,1
PG002934,P004081,1004.712,1508.366,BS000230,BS000014,51,8,8,51,1
PG002873,P003986,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002881,P003994,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002891,P004008,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002893,P004010,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002902,P004022,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002906,P004026,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002908,P004028,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002922,P004054,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002924,P004056,705.176,1203.056,BS000207,BS000042,51,8,8,51,1
PG002933,P004080,735.176,1233.056,BS000207,BS000042,51,8,8,51,1
PG002935,P004082,735.176,1233.056,BS000207,BS000042,51,8,8,51,1
PG002944,P004091,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002946,P004093,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002948,P004095,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002952,P004099,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002964,P004123,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002965,P004127,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002970,P004135,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002974,P004141,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002975,P004151,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002977,P004153,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002980,P004163,1070.662,1457.642,BS000231,BS000209,39,12,12,39,1
PG002983,P004181,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002985,P004185,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002986,P004187,1130.662,1517.642,BS000231,BS000209,39,12,12,39,1
PG002991,P004195,1190.662,1577.642,BS000231,BS000209,39,12,12,39,1
PG002993,P004197,1190.662,1577.642,BS000231,BS000209,39,12,12,39,1
PG002995,P004199,1190.662,1577.642,BS000231,BS000209,39,12,12,39,1
PG002997,P004201,1190.662,1577.642,BS000231,BS000209,39,12,12,39,1
PG002945,P004092,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002947,P004094,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002949,P004096,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002953,P004100,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002956,P004108,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002957,P004112,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002958,P004114,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002959,P004118,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002966,P004128,752.646,1131.316,BS000208,BS000044,38,12,12,38,1
PG002967,P004130,722.646,1101.316,BS000208,BS000044,38,12,12,38,1
PG002976,P004152,752.646,1131.316,BS000208,BS000044,38,12,12,38,1
PG002978,P004154,752.646,1131.316,BS000208,BS000044,38,12,12,38,1
PG002984,P004182,752.646,1131.316,BS000208,BS000044,38,12,12,38,1
PG002992,P004196,782.646,1161.316,BS000208,BS000044,38,12,12,38,1
PG002994,P004198,782.646,1161.316,BS000208,BS000044,38,12,12,38,1
PG002996,P004200,782.646,1161.316,BS000208,BS000044,38,12,12,38,1
PG002998,P004202,782.646,1161.316,BS000208,BS000044,38,12,12,38,1
PG002950,P004097,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002954,P004105,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002960,P004119,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002962,P004121,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002968,P004133,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002971,P004137,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002979,P004161,1100.662,1517.642,BS000231,BS000209,42,12,12,42,1
PG002987,P004191,1160.662,1577.642,BS000231,BS000209,42,12,12,42,1
PG002989,P004193,1160.662,1577.642,BS000231,BS000209,42,12,12,42,1
PG002951,P004098,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002955,P004106,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002961,P004120,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002963,P004122,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002969,P004134,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002972,P004138,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002973,P004140,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002981,P004166,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002982,P004168,752.646,1161.316,BS000208,BS000044,41,12,12,41,1
PG002988,P004192,782.646,1191.316,BS000208,BS000044,41,12,12,41,1
PG002990,P004194,782.646,1191.316,BS000208,BS000044,41,12,12,41,1
PG002999,P004315,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003001,P004317,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003003,P004319,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003007,P004323,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003013,P004331,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003015,P004333,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003017,P004335,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003026,P004347,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003029,P004351,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003031,P004353,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003033,P004355,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003037,P004359,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003041,P004365,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003044,P004375,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003046,P004377,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003048,P004381,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003050,P004383,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003052,P004387,1042.169,1752.09,BS000232,BS000211,72,15,15,72,1
PG003056,P004405,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003058,P004409,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003059,P004411,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003060,P004413,1102.169,1812.09,BS000232,BS000211,72,15,15,72,1
PG003065,P004419,1162.169,1872.09,BS000232,BS000211,72,15,15,72,1
PG003067,P004421,1162.169,1872.09,BS000232,BS000211,72,15,15,72,1
PG003069,P004423,1162.169,1872.09,BS000232,BS000211,72,15,15,72,1
PG003071,P004425,1162.169,1872.09,BS000232,BS000211,72,15,15,72,1
PG003000,P004316,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003002,P004318,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003004,P004320,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003008,P004324,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003009,P004326,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003010,P004328,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003014,P004332,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003016,P004334,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003018,P004336,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003019,P004338,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003020,P004340,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003021,P004342,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003027,P004348,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003028,P004350,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003030,P004352,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003032,P004354,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003034,P004356,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003038,P004360,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003042,P004366,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003043,P004370,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003045,P004376,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003047,P004378,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003049,P004382,715.2,1413.763,BS000210,BS000233,71,15,15,71,1
PG003055,P004404,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003057,P004406,745.2,1443.763,BS000210,BS000233,71,15,15,71,1
PG003066,P004420,775.2,1473.763,BS000210,BS000233,71,15,15,71,1
PG003068,P004422,775.2,1473.763,BS000210,BS000233,71,15,15,71,1
PG003070,P004424,775.2,1473.763,BS000210,BS000233,71,15,15,71,1
PG003072,P004426,775.2,1473.763,BS000210,BS000233,71,15,15,71,1
PG003005,P004321,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003011,P004329,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003022,P004343,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003024,P004345,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003035,P004357,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003039,P004361,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003040,P004363,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003051,P004385,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003053,P004389,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003054,P004391,1072.169,1812.09,BS000232,BS000211,75,15,15,75,1
PG003061,P004415,1132.169,1872.09,BS000232,BS000211,75,15,15,75,1
PG003063,P004417,1132.169,1872.09,BS000232,BS000211,75,15,15,75,1
PG003006,P004322,745.2,1473.763,BS000210,BS000233,74,15,15,74,1
PG003012,P004330,745.2,1473.763,BS000210,BS000233,74,15,15,74,1
PG003023,P004344,745.2,1473.763,BS000210,BS000233,74,15,15,74,1
PG003025,P004346,745.2,1473.763,BS000210,BS000233,74,15,15,74,1
PG003036,P004358,745.2,1473.763,BS000210,BS000233,74,15,15,74,1
PG003062,P004416,775.2,1503.763,BS000210,BS000233,74,15,15,74,1
PG003064,P004418,775.2,1503.763,BS000210,BS000233,74,15,15,74,1
PG003073,P004427,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003075,P004429,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003077,P004431,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003081,P004435,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003083,P004437,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003085,P004439,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003090,P004445,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003091,P004447,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003099,P004459,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003100,P004463,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003102,P004465,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003104,P004467,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003108,P004471,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003114,P004477,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003115,P004487,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003117,P004489,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003119,P004493,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003121,P004495,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003124,P004499,1003.089,1362.53,BS000234,BS000213,37,4,4,37,1
PG003129,P004517,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003131,P004521,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003133,P004523,1063.089,1422.53,BS000234,BS000213,37,4,4,37,1
PG003139,P004531,1123.089,1482.53,BS000234,BS000213,37,4,4,37,1
PG003141,P004533,1123.089,1482.53,BS000234,BS000213,37,4,4,37,1
PG003143,P004535,1123.089,1482.53,BS000234,BS000213,37,4,4,37,1
PG003145,P004537,1123.089,1482.53,BS000234,BS000213,37,4,4,37,1
PG003074,P004428,710.494,1071.62,BS000212,BS000235,36,5,5,36,1
PG003076,P004430,710.494,1071.62,BS000212,BS000235,36,5,5,36,1
PG003078,P004432,710.494,1071.62,BS000212,BS000235,36,5,5,36,1
PG003082,P004436,710.494,1071.62,BS000212,BS000235,36,5,5,36,1
