rho,service,objective,total_boxes,N_f,E_total_kWh,T_total_s,A_sorties,B_sorties,C_sorties
20,S008,N-opt,5,1,5.857489201651335,2203.7583959173335,0,0,1
20,S008,E-opt,5,2,5.759471131492537,3871.777236984406,0,2,0
20,S008,T-opt,5,1,5.857489201651335,2203.7583959173335,0,0,1
20,S009,N-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
20,S009,E-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
20,S009,T-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
20,S010,N-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
20,S010,E-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
20,S010,T-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
20,S011,N-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
20,S011,E-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
20,S011,T-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
20,S012,N-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
20,S012,E-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
20,S012,T-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
20,S013,N-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
20,S013,E-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
20,S013,T-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
20,S014,N-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
20,S014,E-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
20,S014,T-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
20,S015,N-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
20,S015,E-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
20,S015,T-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
25,S001,N-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
25,S001,E-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
25,S001,T-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
25,S002,N-opt,8,2,8.461286379945655,3864.8954297737027,0,1,1
25,S002,E-opt,8,2,8.461286379945655,3864.8954297737027,0,1,1
25,S002,T-opt,8,2,8.461286379945655,3864.8954297737027,0,1,1
25,S003,N-opt,8,2,8.542532276499562,4450.050995654099,0,1,1
25,S003,E-opt,8,2,8.542532276499562,4450.050995654099,0,1,1
25,S003,T-opt,8,2,8.542532276499562,4450.050995654099,0,1,1
25,S004,N-opt,6,2,8.12635995817029,4098.95507451576,0,1,1
25,S004,E-opt,6,3,8.016318794023395,5777.313028643757,0,3,0
25,S004,T-opt,6,2,8.218070232422429,4092.9550745157603,0,1,1
25,S005,N-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
25,S005,E-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
25,S005,T-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
25,S006,N-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
25,S006,E-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
25,S006,T-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
25,S007,N-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
25,S007,E-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
25,S007,T-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
25,S008,N-opt,5,1,5.857489201651335,2203.7583959173335,0,0,1
25,S008,E-opt,5,2,5.759471131492537,3871.777236984406,0,2,0
25,S008,T-opt,5,1,5.857489201651335,2203.7583959173335,0,0,1
25,S009,N-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
25,S009,E-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
25,S009,T-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
25,S010,N-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
25,S010,E-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
25,S010,T-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
25,S011,N-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
25,S011,E-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
25,S011,T-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
25,S012,N-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
25,S012,E-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
25,S012,T-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
25,S013,N-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
25,S013,E-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
25,S013,T-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
25,S014,N-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
25,S014,E-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
25,S014,T-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
25,S015,N-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
25,S015,E-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
25,S015,T-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
30,S001,N-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
30,S001,E-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
30,S001,T-opt,15,2,5.930962831980194,3188.852355034931,0,0,2
30,S002,N-opt,8,2,10.452613814165982,3958.0135144904993,0,0,2
30,S002,E-opt,8,4,10.162502031326857,7039.554690113811,0,4,0
30,S002,T-opt,8,2,10.452613814165982,3958.0135144904993,0,0,2
30,S003,N-opt,8,2,10.494493439524092,4607.619041715297,0,0,2
30,S003,E-opt,8,4,10.389982962012432,8080.965899185801,0,4,0
30,S003,T-opt,8,2,10.494493439524092,4607.619041715297,0,0,2
30,S004,N-opt,6,2,8.12635995817029,4098.95507451576,0,1,1
30,S004,E-opt,6,3,8.016318794023395,5777.313028643757,0,3,0
30,S004,T-opt,6,2,8.12635995817029,4098.95507451576,0,1,1
30,S005,N-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
30,S005,E-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
30,S005,T-opt,6,1,4.2387743677705485,1880.044640635813,0,0,1
30,S006,N-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
30,S006,E-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
30,S006,T-opt,6,1,2.5939758810401803,1560.8632994307266,0,0,1
30,S007,N-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
30,S007,E-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
30,S007,T-opt,5,1,3.4104434057083766,1907.4812665020695,0,0,1
30,S008,N-opt,5,2,8.082265929927766,3977.6470144095365,0,1,1
30,S008,E-opt,5,3,7.8748124571959925,5657.665855476609,0,3,0
30,S008,T-opt,5,2,8.082265929927766,3977.6470144095365,0,1,1
30,S009,N-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
30,S009,E-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
30,S009,T-opt,3,1,2.1024528395672246,1560.7787366148573,0,1,0
30,S010,N-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
30,S010,E-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
30,S010,T-opt,3,1,1.8210449428989826,1554.5713591276817,0,1,0
30,S011,N-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
30,S011,E-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
30,S011,T-opt,3,1,1.077171254529726,1189.630285736439,0,1,0
30,S012,N-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
30,S012,E-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
30,S012,T-opt,3,1,2.7552342804549035,1923.80003809751,0,1,0
30,S013,N-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
30,S013,E-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
30,S013,T-opt,3,1,1.824566933772147,1510.4000484846588,0,1,0
30,S014,N-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
30,S014,E-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
30,S014,T-opt,3,1,2.137304308171069,1868.5974513534843,0,1,0
30,S015,N-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
30,S015,E-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
30,S015,T-opt,3,1,2.3109026130195294,1829.5729924903098,0,1,0
