candidate_id,dem_row,dem_col,lon,lat,ground_height,agl_height,absolute_height,relay_g01_margin_db,horizontal_distance_to_O01_m
RP054963,726,862,109.27236111111112,23.022916666666667,414.2554931640625,260.0,674.2554931640625,2.7461715910340985,4540.453874489299
RP054991,726,870,109.27458333333334,23.022916666666667,447.779296875,220.0,667.779296875,2.353427427231381,4753.946180574795
RP055527,730,590,109.19680555555556,23.02180555555556,553.846435546875,140.0,693.846435546875,4.294736773323251,3785.259451222373
RP055543,730,594,109.19791666666669,23.02180555555556,549.7965698242188,160.0,709.7965698242188,4.527074084054448,3680.83940629598
RP055544,730,594,109.19791666666669,23.02180555555556,549.7965698242188,180.0,729.7965698242188,4.519911242458349,3680.83940629598
RP055581,730,606,109.20125,23.02180555555556,536.7041625976562,20.0,556.7041625976562,5.326985977613674,3371.192302699823
RP055582,730,606,109.20125,23.02180555555556,536.7041625976562,40.0,576.7041625976562,5.3206783172582135,3371.192302699823
RP055589,730,606,109.20125,23.02180555555556,536.7041625976562,180.0,716.7041625976562,5.268447996503141,3371.192302699823
RP055590,730,606,109.20125,23.02180555555556,536.7041625976562,200.0,736.7041625976562,5.259850671699411,3371.192302699823
RP055599,730,610,109.20236111111112,23.02180555555556,502.3916931152344,80.0,582.3916931152344,5.580721454672528,3269.371059464508
RP055606,730,610,109.20236111111112,23.02180555555556,502.3916931152344,220.0,722.3916931152344,5.524660939149385,3269.371059464508
RP055628,730,618,109.20458333333332,23.02180555555556,381.86865234375,60.0,441.86865234375,6.168582997807988,3068.2374843616035
RP055644,730,622,109.20569444444445,23.02180555555556,354.5183410644531,80.0,434.5183410644531,6.453272327307403,2969.09511698926
RP055648,730,622,109.20569444444445,23.02180555555556,354.5183410644531,160.0,514.5183410644531,6.427822355166455,2969.09511698926
RP055677,730,630,109.20791666666666,23.02180555555556,321.4038391113281,140.0,461.4038391113281,7.028239754933892,2774.168324186297
RP055682,730,630,109.20791666666666,23.02180555555556,321.4038391113281,240.0,561.4038391113281,6.98789474386129,2774.168324186297
RP055692,730,634,109.20902777777778,23.02180555555556,311.3578491210937,140.0,451.35784912109375,7.332363562306455,2678.6282711142926
RP055697,730,634,109.20902777777778,23.02180555555556,311.3578491210937,240.0,551.3578491210938,7.290295611971118,2678.6282711142926
RP055701,730,638,109.21013888888888,23.02180555555556,289.88922119140625,20.0,309.88922119140625,7.681258635581628,2584.560683928526
RP055702,730,638,109.21013888888888,23.02180555555556,289.88922119140625,40.0,329.88922119140625,7.676800270034235,2584.560683928526
RP055708,730,638,109.21013888888888,23.02180555555556,289.88922119140625,160.0,449.8892211914063,7.639356519646043,2584.560683928526
RP055709,730,638,109.21013888888888,23.02180555555556,289.88922119140625,180.0,469.8892211914063,7.631354121393315,2584.560683928526
RP055987,730,714,109.23125,23.02180555555556,183.63009643554688,40.0,223.63009643554688,12.53488774423434,1479.0158333022628
RP056046,730,730,109.23569444444443,23.02180555555556,155.4521942138672,20.0,175.4521942138672,12.085709080437129,1559.3251902429088
RP057013,734,558,109.18791666666668,23.020694444444445,581.90283203125,100.0,681.90283203125,2.6355982479166755,4598.494388877443
RP057269,734,626,109.20680555555556,23.020694444444445,326.5660095214844,120.0,446.5660095214844,6.924903868362407,2809.408161235908
RP057352,734,646,109.21236111111112,23.020694444444445,283.9241027832031,280.0,563.9241027832031,8.471489442757388,2327.508708235767
RP057601,734,714,109.23125,23.020694444444445,142.5347137451172,160.0,302.5347137451172,13.24737729344423,1355.5171317095917
RP057615,734,718,109.23236111111112,23.020694444444445,156.70394897460938,140.0,296.7039489746094,13.199968902931944,1363.6828856068662
RP057629,734,722,109.23347222222222,23.020694444444445,177.09182739257812,120.0,297.0918273925781,13.090175654901543,1381.195250801772
