candidate_id,lon,lat,ground_height_m,agl_height_m,hover_absolute_height_m,horizontal_distance_m,max_dem_height_m,cruise_height_m,outbound_climb_m,outbound_descent_m,return_climb_m,return_descent_m,outbound_time_s,return_time_s,outbound_energy_kWh,return_energy_kWh,roundtrip_flight_energy_kWh,lead_time_s
RP055702,109.21013888888888,23.02180555555556,289.88922119140625,40.0,329.88922119140625,2584.560683928526,297.4815673828125,347.4815673828125,219.7815673828125,17.59234619140625,17.59234619140625,219.7815673828125,233.11355283807362,249.96265460402412,0.07458248112868793,0.0566057161746283,0.1311881973033162,443.1135528380736
RP055708,109.21013888888888,23.02180555555556,289.88922119140625,160.0,449.88922119140625,2584.560683928526,297.4815673828125,449.88922119140625,322.18922119140626,0.0,0.0,322.18922119140626,252.85135089308665,279.7004526590372,0.08368760706550045,0.05504157012070009,0.13872917718620054,462.85135089308665
RP055709,109.21013888888888,23.02180555555556,289.88922119140625,180.0,469.88922119140625,2584.560683928526,297.4815673828125,469.88922119140625,342.18922119140626,0.0,0.0,342.18922119140626,257.85135089308665,286.3671193257038,0.08546581906395724,0.05504157012070009,0.14050738918465733,467.85135089308665
RP055987,109.23125,23.02180555555556,183.63009643554688,40.0,223.63009643554688,1479.0158333022628,198.16598510742188,248.16598510742188,120.46598510742187,24.535888671875,24.535888671875,120.46598510742187,136.89618138763132,144.89035609059357,0.04220826241911528,0.03367905999437496,0.07588732241349025,346.8961813876313
RP056046,109.23569444444443,23.02180555555556,155.4521942138672,20.0,175.4521942138672,1559.3251902429088,197.96286010742188,247.96286010742188,120.26286010742187,72.51066589355469,72.51066589355469,120.26286010742187,158.19094967423428,162.17029919205655,0.043900494314278976,0.039654818079092095,0.08355531239337108,368.1909496742343
RP057013,109.18791666666668,23.020694444444445,581.90283203125,100.0,681.90283203125,4598.494388877443,577.43212890625,681.90283203125,554.20283203125,0.0,0.0,554.20283203125,445.11700059964204,491.3005699355796,0.1472054052972251,0.09793089902239,0.24513630431961508,655.1170005996421
RP057269,109.20680555555556,23.020694444444445,326.5660095214844,120.0,446.5660095214844,2809.408161235908,332.5582580566406,446.5660095214844,318.8660095214844,0.0,0.0,318.8660095214844,267.01037979609833,293.582547256222,0.0881805568204699,0.05982998861891286,0.14801054543938275,477.01037979609833
RP057352,109.21236111111112,23.020694444444445,283.9241027832031,280.0,563.9241027832031,2327.508708235767,295.8811340332031,563.9241027832031,436.22410278320314,0.0,0.0,436.22410278320314,264.22327291151856,300.5752814767855,0.08835226176205571,0.049567315082798734,0.13791957684485445,474.22327291151856
RP057601,109.23125,23.020694444444445,142.5347137451172,160.0,302.5347137451172,1355.5171317095917,142.5347137451172,302.5347137451172,174.8347137451172,0.0,0.0,174.8347137451172,134.07648721691874,148.6460466956785,0.04441215375800944,0.028867494471593157,0.0732796482296026,344.07648721691874
RP057615,109.23236111111112,23.020694444444445,156.70394897460938,140.0,296.7039489746094,1363.6828856068662,156.70394897460938,296.7039489746094,169.0039489746094,0.0,0.0,169.0039489746094,133.16317961744343,147.24684203199422,0.044067637278733626,0.029041394786072153,0.07310903206480578,343.16317961744346
RP057629,109.23347222222222,23.020694444444445,177.09182739257812,120.0,297.0918273925781,1381.195250801772,177.09182739257812,297.0918273925781,169.39182739257814,0.0,0.0,169.39182739257814,134.42764023492936,148.54362585097752,0.04447507229961201,0.02941434330411181,0.07388941560372382,344.42764023492936
