task_id,gap_id,gap_index,tau_start,tau_end,duration_s,n_outage_samples
R004772,G002397,2,1448.318,1780.837,332.518,34
R004794,G002398,1,685.176,1222.875,537.699,56
R004794,G002399,2,1232.875,1564.104,331.229,34
R004796,G002400,1,685.176,1222.875,537.699,56
R004796,G002401,2,1232.875,1564.104,331.229,34
R004800,G002402,1,685.176,1222.875,537.699,56
R004800,G002403,2,1232.875,1564.104,331.229,34
R004802,G002404,1,685.176,1222.875,537.699,56
R004802,G002405,2,1232.875,1564.104,331.229,34
R004807,G002406,1,746.237,1068.457,322.22,34
R004807,G002407,2,1078.457,1619.333,540.876,56
R004817,G002408,1,746.237,1068.457,322.22,34
R004817,G002409,2,1078.457,1619.333,540.876,56
R004857,G002410,1,746.237,1072.269,326.032,34
R004857,G002411,2,1442.653,1840.875,398.222,41
R004860,G002412,1,732.646,1123.007,390.361,40
R004860,G002413,2,1507.395,1839.66,332.265,34
R004867,G002414,1,746.237,1072.269,326.032,34
R004867,G002415,2,1442.653,1840.875,398.222,41
R004891,G002416,1,952.151,1032.151,80.0,8
R004891,G002417,2,1049.669,1384.492,334.823,35
R004892,G002418,1,746.237,1073.118,326.882,35
R004892,G002419,2,1093.118,1163.118,70.0,7
R004893,G002420,1,952.151,1032.151,80.0,8
R004893,G002421,2,1049.669,1384.492,334.823,35
R004894,G002422,1,746.237,1073.118,326.882,35
R004894,G002423,2,1093.118,1163.118,70.0,7
R004895,G002424,1,952.151,1032.151,80.0,8
R004895,G002425,2,1049.669,1384.492,334.823,35
R004897,G002426,1,952.151,1032.151,80.0,8
R004897,G002427,2,1049.669,1384.492,334.823,35
R004899,G002428,1,952.151,1032.151,80.0,8
R004899,G002429,2,1049.669,1384.492,334.823,35
R004900,G002430,1,746.237,1073.118,326.882,35
R004900,G002431,2,1093.118,1163.118,70.0,7
R004901,G002432,1,952.151,1032.151,80.0,8
R004901,G002433,2,1049.669,1384.492,334.823,35
R004903,G002434,1,1012.151,1092.151,80.0,8
R004903,G002435,2,1109.669,1444.492,334.823,35
R004905,G002436,1,1012.151,1092.151,80.0,8
R004905,G002437,2,1109.669,1444.492,334.823,35
R004906,G002438,1,746.237,1073.118,326.882,35
R004906,G002439,2,1093.118,1163.118,70.0,7
R004907,G002440,1,952.151,1032.151,80.0,8
R004907,G002441,2,1049.669,1384.492,334.823,35
R004909,G002442,1,952.151,1032.151,80.0,8
R004909,G002443,2,1049.669,1384.492,334.823,35
R004910,G002444,1,746.237,1073.118,326.882,35
R004910,G002445,2,1093.118,1163.118,70.0,7
R004911,G002446,1,952.151,1032.151,80.0,8
R004911,G002447,2,1049.669,1384.492,334.823,35
R004917,G002448,1,952.151,1032.151,80.0,8
R004917,G002449,2,1049.669,1384.492,334.823,35
R004919,G002450,1,952.151,1032.151,80.0,8
R004919,G002451,2,1049.669,1384.492,334.823,35
R004922,G002452,1,746.237,1073.118,326.882,35
R004922,G002453,2,1093.118,1163.118,70.0,7
R004923,G002454,1,952.151,1032.151,80.0,8
R004923,G002455,2,1049.669,1384.492,334.823,35
R004925,G002456,1,1012.151,1092.151,80.0,8
R004925,G002457,2,1109.669,1444.492,334.823,35
R004929,G002458,1,982.151,1062.151,80.0,8
R004929,G002459,2,1079.669,1444.492,364.823,38
R004935,G002460,1,982.151,1062.151,80.0,8
R004935,G002461,2,1079.669,1444.492,364.823,38
R004943,G002462,1,725.2,1579.751,854.551,87
R004943,G002463,2,1593.983,1925.212,331.229,34
R004953,G002464,1,746.237,1068.457,322.22,34
R004953,G002465,2,1078.457,1940.694,862.237,88
R004957,G002466,1,746.237,1068.457,322.22,34
R004957,G002467,2,1078.457,1940.694,862.237,88
R004962,G002468,1,725.2,1579.751,854.551,87
R004962,G002469,2,1593.983,1925.212,331.229,34
R004978,G002470,1,720.494,1100.315,379.821,39
R004978,G002471,2,1120.315,1200.315,80.0,8
R004978,G002472,3,1210.315,1220.315,10.0,1
R004978,G002473,4,1240.315,1250.315,10.0,1
R004978,G002474,5,1260.315,1327.942,67.627,7
R004978,G002475,6,1337.942,1673.523,335.581,35
R004980,G002476,1,720.494,1100.315,379.821,39
R004980,G002477,2,1120.315,1200.315,80.0,8
R004980,G002478,3,1210.315,1220.315,10.0,1
R004980,G002479,4,1240.315,1250.315,10.0,1
R004980,G002480,5,1260.315,1327.942,67.627,7
R004980,G002481,6,1337.942,1673.523,335.581,35
R004986,G002482,1,720.494,1100.315,379.821,39
R004986,G002483,2,1120.315,1200.315,80.0,8
R004986,G002484,3,1210.315,1220.315,10.0,1
R004986,G002485,4,1240.315,1250.315,10.0,1
R004986,G002486,5,1260.315,1327.942,67.627,7
R004986,G002487,6,1337.942,1673.523,335.581,35
R004991,G002488,1,746.237,1072.084,325.847,34
R004991,G002489,2,1082.084,1132.084,50.0,5
R004991,G002490,3,1162.084,1172.084,10.0,1
R004991,G002491,4,1192.084,1202.084,10.0,1
R004991,G002492,5,1212.084,1292.084,80.0,8
R004991,G002493,6,1302.084,1694.636,392.552,40
R005001,G002494,1,746.237,1072.084,325.847,34
R005001,G002495,2,1082.084,1132.084,50.0,5
R005001,G002496,3,1162.084,1172.084,10.0,1
R005001,G002497,4,1192.084,1202.084,10.0,1
R005001,G002498,5,1212.084,1292.084,80.0,8
R005001,G002499,6,1302.084,1694.636,392.552,40
R005034,G002500,1,746.237,1072.269,326.032,34
R005034,G002501,2,1528.231,2142.984,614.752,64
R005051,G002502,1,778.033,1306.264,528.231,54
R005051,G002503,2,1536.239,1869.488,333.249,34
R005064,G002504,1,746.237,1072.269,326.032,34
R005064,G002505,2,1283.473,1813.527,530.054,54
R005074,G002506,1,746.237,1072.269,326.032,34
R005074,G002507,2,1283.473,1813.527,530.054,54
R005135,G002508,1,758.091,1115.735,357.644,37
R005135,G002509,2,1126.356,1176.356,50.0,5
R005138,G002510,1,1063.907,1111.673,47.766,5
R005138,G002511,2,1121.673,1482.909,361.236,37
R005158,G002512,1,1146.401,1356.401,210.0,21
R005158,G002513,2,1485.931,2048.71,562.78,57
R005170,G002514,1,1146.401,1356.401,210.0,21
R005170,G002515,2,1485.931,2048.71,562.78,57
R005189,G002516,1,1317.477,1774.796,457.319,48
R005190,G002517,1,685.176,1135.67,450.493,47
R005191,G002518,1,1317.477,1774.796,457.319,48
R005192,G002519,1,685.176,1135.67,450.493,47
R005194,G002520,1,685.176,1135.67,450.493,47
R005195,G002521,1,1317.477,1774.796,457.319,48
R005196,G002522,1,685.176,1135.67,450.493,47
R005197,G002523,1,1317.477,1774.796,457.319,48
R005198,G002524,1,685.176,1135.67,450.493,47
R005199,G002525,1,1317.477,1774.796,457.319,48
R005200,G002526,1,685.176,1135.67,450.493,47
R005206,G002527,1,685.176,1135.67,450.493,47
R005208,G002528,1,685.176,1135.67,450.493,47
R005209,G002529,1,1317.477,1774.796,457.319,48
R005210,G002530,1,685.176,1135.67,450.493,47
R005213,G002531,1,1377.477,1834.796,457.319,48
R005215,G002532,1,685.176,1135.67,450.493,47
R005216,G002533,1,1317.477,1774.796,457.319,48
R005217,G002534,1,685.176,1135.67,450.493,47
R005221,G002535,1,685.176,1135.67,450.493,47
R005226,G002536,1,1377.477,1834.796,457.319,48
R005227,G002537,1,715.176,1165.67,450.493,47
R005228,G002538,1,1377.477,1834.796,457.319,48
R005229,G002539,1,715.176,1165.67,450.493,47
R005230,G002540,1,1377.477,1834.796,457.319,48
R005231,G002541,1,715.176,1165.67,450.493,47
R005232,G002542,1,1377.477,1834.796,457.319,48
R005233,G002543,1,715.176,1165.67,450.493,47
R005234,G002544,1,1377.477,1834.796,457.319,48
R005235,G002545,1,715.176,1165.67,450.493,47
R005236,G002546,1,1377.477,1834.796,457.319,48
R005237,G002547,1,715.176,1165.67,450.493,47
R005238,G002548,1,1371.528,1719.495,347.967,36
R005240,G002549,1,1371.528,1719.495,347.967,36
R005241,G002550,1,732.646,1082.03,349.384,36
R005242,G002551,1,1371.528,1719.495,347.967,36
R005244,G002552,1,1371.528,1719.495,347.967,36
R005245,G002553,1,732.646,1082.03,349.384,36
R005246,G002554,1,1371.528,1719.495,347.967,36
R005247,G002555,1,732.646,1082.03,349.384,36
R005248,G002556,1,1371.528,1719.495,347.967,36
R005254,G002557,1,1371.528,1719.495,347.967,36
R005256,G002558,1,1371.528,1719.495,347.967,36
R005257,G002559,1,732.646,1082.03,349.384,36
R005258,G002560,1,1371.528,1719.495,347.967,36
R005262,G002561,1,1431.528,1779.495,347.967,36
R005263,G002562,1,762.646,1112.03,349.384,36
R005264,G002563,1,1371.528,1719.495,347.967,36
R005265,G002564,1,732.646,1082.03,349.384,36
R005266,G002565,1,1371.528,1719.495,347.967,36
R005267,G002566,1,732.646,1082.03,349.384,36
R005270,G002567,1,1371.528,1719.495,347.967,36
R005276,G002568,1,1431.528,1779.495,347.967,36
R005277,G002569,1,762.646,1112.03,349.384,36
R005278,G002570,1,1431.528,1779.495,347.967,36
R005279,G002571,1,762.646,1112.03,349.384,36
R005280,G002572,1,1431.528,1779.495,347.967,36
R005281,G002573,1,762.646,1112.03,349.384,36
R005282,G002574,1,1431.528,1779.495,347.967,36
R005283,G002575,1,762.646,1112.03,349.384,36
R005284,G002576,1,1431.528,1779.495,347.967,36
R005285,G002577,1,762.646,1112.03,349.384,36
R005286,G002578,1,1431.528,1779.495,347.967,36
R005287,G002579,1,762.646,1112.03,349.384,36
R005338,G002580,1,1382.237,2084.878,702.642,72
R005339,G002581,1,1382.237,2084.878,702.642,72
R005340,G002582,1,1382.237,2084.878,702.642,72
R005341,G002583,1,1382.237,2084.878,702.642,72
R005342,G002584,1,725.2,1423.68,698.479,72
R005343,G002585,1,1442.237,2144.878,702.642,72
R005344,G002586,1,1442.237,2144.878,702.642,72
R005345,G002587,1,1348.511,1679.654,331.144,34
R005346,G002588,1,720.494,1046.89,326.396,34
R005347,G002589,1,1348.511,1679.654,331.144,34
R005348,G002590,1,720.494,1046.89,326.396,34
R005350,G002591,1,720.494,1046.89,326.396,34
R005352,G002592,1,720.494,1046.89,326.396,34
R005353,G002593,1,1348.511,1679.654,331.144,34
R005354,G002594,1,720.494,1046.89,326.396,34
R005356,G002595,1,720.494,1046.89,326.396,34
R005362,G002596,1,720.494,1046.89,326.396,34
R005364,G002597,1,720.494,1046.89,326.396,34
R005366,G002598,1,720.494,1046.89,326.396,34
R005369,G002599,1,1408.511,1739.654,331.144,34
R005370,G002600,1,750.494,1076.89,326.396,34
R005371,G002601,1,1348.511,1679.654,331.144,34
R005372,G002602,1,720.494,1046.89,326.396,34
R005373,G002603,1,1348.511,1679.654,331.144,34
R005374,G002604,1,720.494,1046.89,326.396,34
R005378,G002605,1,720.494,1046.89,326.396,34
R005383,G002606,1,1408.511,1739.654,331.144,34
R005384,G002607,1,750.494,1076.89,326.396,34
R005385,G002608,1,1408.511,1739.654,331.144,34
R005386,G002609,1,750.494,1076.89,326.396,34
R005387,G002610,1,1408.511,1739.654,331.144,34
R005388,G002611,1,750.494,1076.89,326.396,34
R005389,G002612,1,1408.511,1739.654,331.144,34
R005390,G002613,1,750.494,1076.89,326.396,34
R005391,G002614,1,1408.511,1739.654,331.144,34
R005392,G002615,1,750.494,1076.89,326.396,34
R005393,G002616,1,1408.511,1739.654,331.144,34
R005394,G002617,1,750.494,1076.89,326.396,34
R005396,G002618,1,784.749,1337.076,552.327,57
R005397,G002619,1,1429.341,1984.11,554.769,58
R005398,G002620,1,784.749,1337.076,552.327,57
R005399,G002621,1,1429.341,1984.11,554.769,58
R005400,G002622,1,784.749,1337.076,552.327,57
R005401,G002623,1,1429.341,1984.11,554.769,58
R005402,G002624,1,784.749,1337.076,552.327,57
R005403,G002625,1,1429.341,1984.11,554.769,58
R005404,G002626,1,784.749,1337.076,552.327,57
R005406,G002627,1,784.749,1337.076,552.327,57
R005411,G002628,1,1429.341,1984.11,554.769,58
R005412,G002629,1,784.749,1337.076,552.327,57
R005413,G002630,1,1429.341,1984.11,554.769,58
R005415,G002631,1,784.749,1337.076,552.327,57
R005417,G002632,1,1489.341,2044.11,554.769,58
R005419,G002633,1,784.749,1337.076,552.327,57
R005420,G002634,1,1429.341,1984.11,554.769,58
R005421,G002635,1,784.749,1337.076,552.327,57
R005424,G002636,1,784.749,1337.076,552.327,57
R005429,G002637,1,1489.341,2044.11,554.769,58
R005430,G002638,1,814.749,1367.076,552.327,57
R005431,G002639,1,1489.341,2044.11,554.769,58
R005432,G002640,1,814.749,1367.076,552.327,57
R005433,G002641,1,1489.341,2044.11,554.769,58
R005434,G002642,1,1489.341,2044.11,554.769,58
R005435,G002643,1,814.749,1367.076,552.327,57
R005436,G002644,1,1489.341,2044.11,554.769,58
R005437,G002645,1,1489.341,2044.11,554.769,58
R005441,G002646,1,778.033,1317.147,539.113,55
R005454,G002647,1,1164.207,1700.865,536.658,56
R005458,G002648,1,1164.207,1700.865,536.658,56
R005464,G002649,1,1164.207,1700.865,536.658,56
R005466,G002650,1,1164.207,1700.865,536.658,56
R005525,G002651,1,685.176,1121.436,436.26,45
R005525,G002652,2,1461.436,1864.091,402.655,42
R005527,G002653,1,685.176,1121.436,436.26,45
R005527,G002654,2,1461.436,1864.091,402.655,42
R005531,G002655,1,685.176,1121.436,436.26,45
R005531,G002656,2,1461.436,1864.091,402.655,42
R005533,G002657,1,685.176,1121.436,436.26,45
R005533,G002658,2,1461.436,1864.091,402.655,42
R005570,G002659,1,732.646,1093.272,360.627,37
R005570,G002660,2,1553.272,1905.594,352.321,37
R005576,G002661,1,732.646,1093.272,360.627,37
R005576,G002662,2,1553.272,1905.594,352.321,37
R005608,G002663,1,1032.694,1392.092,359.399,37
R005609,G002664,1,758.091,1125.96,367.869,39
R005610,G002665,1,1032.694,1392.092,359.399,37
R005611,G002666,1,758.091,1125.96,367.869,39
R005612,G002667,1,1032.694,1392.092,359.399,37
R005614,G002668,1,1032.694,1392.092,359.399,37
R005615,G002669,1,758.091,1125.96,367.869,39
R005616,G002670,1,1032.694,1392.092,359.399,37
R005617,G002671,1,758.091,1125.96,367.869,39
R005618,G002672,1,1032.694,1392.092,359.399,37
R005620,G002673,1,1092.694,1452.092,359.399,37
R005622,G002674,1,1092.694,1452.092,359.399,37
R005623,G002675,1,758.091,1125.96,367.869,39
R005625,G002676,1,758.091,1125.96,367.869,39
R005626,G002677,1,1032.694,1392.092,359.399,37
R005627,G002678,1,758.091,1125.96,367.869,39
R005628,G002679,1,1032.694,1392.092,359.399,37
R005630,G002680,1,1092.694,1452.092,359.399,37
R005634,G002681,1,1032.694,1392.092,359.399,37
R005635,G002682,1,758.091,1125.96,367.869,39
R005636,G002683,1,1032.694,1392.092,359.399,37
R005639,G002684,1,758.091,1125.96,367.869,39
R005640,G002685,1,1032.694,1392.092,359.399,37
R005646,G002686,1,1062.694,1452.092,389.399,40
R005652,G002687,1,1062.694,1452.092,389.399,40
R005704,G002688,1,758.091,1113.187,355.096,37
R005704,G002689,2,1663.187,2210.279,547.092,57
R005713,G002690,1,758.091,1599.567,841.476,88
R005714,G002691,1,778.033,1622.516,844.483,87
R005720,G002692,1,778.033,1622.516,844.483,87
R005727,G002693,1,758.091,1599.567,841.476,88
R005729,G002694,1,758.091,1599.567,841.476,88
R005731,G002695,1,758.091,1599.567,841.476,88
R005737,G002696,1,758.091,1599.567,841.476,88
R005739,G002697,1,758.091,1599.567,841.476,88
R005740,G002698,1,778.033,1622.516,844.483,87
R005743,G002699,1,758.091,1599.567,841.476,88
R005744,G002700,1,778.033,1622.516,844.483,87
R005745,G002701,1,788.091,1659.567,871.476,91
R005746,G002702,1,808.033,1682.516,874.483,90
R005747,G002703,1,788.091,1659.567,871.476,91
R005748,G002704,1,808.033,1682.516,874.483,90
R005749,G002705,1,788.091,1659.567,871.476,91
R005759,G002706,1,788.091,1659.567,871.476,91
R005763,G002707,1,685.176,1890.494,1205.318,124
R005765,G002708,1,685.176,1890.494,1205.318,124
R005768,G002709,1,685.176,1890.494,1205.318,124
R005770,G002710,1,685.176,1890.494,1205.318,124
R005774,G002711,1,731.736,1961.486,1229.749,127
R005776,G002712,1,731.736,1961.486,1229.749,127
R005778,G002713,1,731.736,1961.486,1229.749,127
R005790,G002714,1,731.736,1400.51,668.773,69
R005791,G002715,1,1103.941,1751.298,647.358,66
R005792,G002716,1,731.736,1400.51,668.773,69
R005793,G002717,1,1103.941,1751.298,647.358,66
R005794,G002718,1,731.736,1400.51,668.773,69
R005795,G002719,1,1103.941,1751.298,647.358,66
R005796,G002720,1,731.736,1400.51,668.773,69
R005797,G002721,1,1103.941,1751.298,647.358,66
R005798,G002722,1,731.736,1400.51,668.773,69
R005799,G002723,1,1103.941,1751.298,647.358,66
R005800,G002724,1,731.736,1400.51,668.773,69
R005801,G002725,1,1103.941,1751.298,647.358,66
R005802,G002726,1,761.736,1430.51,668.773,69
R005803,G002727,1,1163.941,1811.298,647.358,66
R005804,G002728,1,1163.941,1811.298,647.358,66
R005805,G002729,1,731.736,1400.51,668.773,69
R005806,G002730,1,1103.941,1751.298,647.358,66
R005807,G002731,1,1103.941,1751.298,647.358,66
R005808,G002732,1,731.736,1400.51,668.773,69
R005809,G002733,1,1103.941,1751.298,647.358,66
R005810,G002734,1,761.736,1430.51,668.773,69
R005811,G002735,1,1163.941,1811.298,647.358,66
R005813,G002736,1,1133.941,1811.298,677.358,69
R005814,G002737,1,731.736,1400.51,668.773,69
R005815,G002738,1,1103.941,1751.298,647.358,66
R005816,G002739,1,731.736,1400.51,668.773,69
R005817,G002740,1,1103.941,1751.298,647.358,66
R005818,G002741,1,1163.941,1811.298,647.358,66
R005819,G002742,1,731.736,1400.51,668.773,69
R005820,G002743,1,1103.941,1751.298,647.358,66
R005821,G002744,1,761.736,1430.51,668.773,69
R005822,G002745,1,1163.941,1811.298,647.358,66
R005823,G002746,1,761.736,1430.51,668.773,69
R005824,G002747,1,1163.941,1811.298,647.358,66
R005825,G002748,1,761.736,1460.51,698.773,72
R005826,G002749,1,1133.941,1811.298,677.358,69
R005832,G002750,1,1133.941,1811.298,677.358,69
R005834,G002751,1,1133.941,1811.298,677.358,69
R005836,G002752,1,1133.941,1811.298,677.358,69
R005841,G002753,1,778.033,1396.877,618.844,63
R005841,G002754,2,1539.447,2099.271,559.823,57
R005843,G002755,1,778.033,1396.877,618.844,63
R005843,G002756,2,1539.447,2099.271,559.823,57
R005846,G002757,1,778.033,1396.877,618.844,63
R005846,G002758,2,1539.447,2099.271,559.823,57
R005853,G002759,1,731.736,1303.171,571.435,59
R005853,G002760,2,1429.688,2059.072,629.384,65
R005855,G002761,1,731.736,1303.171,571.435,59
R005855,G002762,2,1429.688,2059.072,629.384,65
R005872,G002763,1,732.646,1138.608,405.963,42
R005872,G002764,2,1198.608,1218.608,20.0,2
R005872,G002765,3,1308.608,1765.962,457.354,48
R005879,G002766,1,685.176,1136.298,451.122,47
R005879,G002767,2,1216.298,1246.298,30.0,3
R005879,G002768,3,1306.298,1711.948,405.65,42
R005889,G002769,1,685.176,1136.298,451.122,47
R005889,G002770,2,1216.298,1246.298,30.0,3
R005889,G002771,3,1306.298,1711.948,405.65,42
R005892,G002772,1,732.646,1138.608,405.963,42
R005892,G002773,2,1198.608,1218.608,20.0,2
R005892,G002774,3,1308.608,1765.962,457.354,48
R005896,G002775,1,732.646,1138.608,405.963,42
R005896,G002776,2,1198.608,1218.608,20.0,2
R005896,G002777,3,1308.608,1765.962,457.354,48
R005914,G002778,1,1001.524,1495.329,493.805,51
R005916,G002779,1,1001.524,1495.329,493.805,51
R005918,G002780,1,1061.524,1555.329,493.805,51
R005920,G002781,1,1061.524,1555.329,493.805,51
R005956,G002782,1,725.2,1780.172,1054.972,109
R005963,G002783,1,685.176,1740.425,1055.249,109
R005973,G002784,1,685.176,1740.425,1055.249,109
R005980,G002785,1,725.2,1780.172,1054.972,109
R006005,G002786,1,685.176,1538.057,852.881,88
R006015,G002787,1,685.176,1538.057,852.881,88
R006040,G002788,1,784.749,1419.113,634.364,65
R006040,G002789,2,1619.113,2091.494,472.381,49
R006042,G002790,1,784.749,1419.113,634.364,65
R006042,G002791,2,1619.113,2091.494,472.381,49
R006046,G002792,1,685.176,1139.57,454.394,47
R006046,G002793,2,1339.57,1972.791,633.221,66
R006052,G002794,1,685.176,1139.57,454.394,47
R006052,G002795,2,1339.57,1972.791,633.221,66
R006063,G002796,1,715.176,1199.57,484.394,50
R006063,G002797,2,1399.57,2032.791,633.221,66
R006073,G002798,1,778.033,1294.169,516.136,53
R006073,G002799,2,1587.684,2049.691,462.007,48
R006075,G002800,1,778.033,1294.169,516.136,53
R006075,G002801,2,1587.684,2049.691,462.007,48
R006078,G002802,1,685.176,1129.422,444.245,46
R006078,G002803,2,1419.422,1938.501,519.079,54
R006080,G002804,1,778.033,1294.169,516.136,53
R006080,G002805,2,1587.684,2049.691,462.007,48
R006082,G002806,1,685.176,1129.422,444.245,46
R006082,G002807,2,1419.422,1938.501,519.079,54
R006099,G002808,1,1221.983,1585.229,363.246,38
R006101,G002809,1,1221.983,1585.229,363.246,38
R006103,G002810,1,1281.983,1645.229,363.246,38
R006105,G002811,1,1281.983,1645.229,363.246,38
R006110,G002812,1,732.646,1093.303,360.658,37
R006156,G002813,1,732.646,1841.629,1108.984,114
R006178,G002814,1,732.646,1464.645,731.999,77
R006180,G002815,1,732.646,1464.645,731.999,77
R006181,G002816,1,720.494,1444.747,724.253,76
R006182,G002817,1,732.646,1464.645,731.999,77
R006183,G002818,1,720.494,1444.747,724.253,76
R006188,G002819,1,732.646,1464.645,731.999,77
R006189,G002820,1,720.494,1444.747,724.253,76
R006192,G002821,1,732.646,1464.645,731.999,77
R006193,G002822,1,720.494,1444.747,724.253,76
R006198,G002823,1,732.646,1464.645,731.999,77
R006199,G002824,1,720.494,1444.747,724.253,76
R006200,G002825,1,732.646,1464.645,731.999,77
R006201,G002826,1,720.494,1444.747,724.253,76
R006204,G002827,1,732.646,1464.645,731.999,77
R006205,G002828,1,720.494,1444.747,724.253,76
R006214,G002829,1,762.646,1524.645,761.999,80
R006215,G002830,1,750.494,1504.747,754.253,79
R006218,G002831,1,762.646,1524.645,761.999,80
R006220,G002832,1,732.646,1608.976,876.33,91
R006221,G002833,1,784.749,1673.665,888.916,92
R006224,G002834,1,732.646,1608.976,876.33,91
R006225,G002835,1,784.749,1673.665,888.916,92
R006230,G002836,1,732.646,1608.976,876.33,91
R006231,G002837,1,784.749,1673.665,888.916,92
R006232,G002838,1,732.646,1608.976,876.33,91
R006233,G002839,1,784.749,1673.665,888.916,92
R006234,G002840,1,732.646,1608.976,876.33,91
R006240,G002841,1,732.646,1608.976,876.33,91
R006241,G002842,1,784.749,1673.665,888.916,92
R006242,G002843,1,732.646,1608.976,876.33,91
R006243,G002844,1,784.749,1673.665,888.916,92
R006246,G002845,1,732.646,1608.976,876.33,91
R006247,G002846,1,784.749,1673.665,888.916,92
R006248,G002847,1,762.646,1668.976,906.33,94
R006249,G002848,1,814.749,1733.665,918.916,95
R006250,G002849,1,762.646,1668.976,906.33,94
R006251,G002850,1,814.749,1733.665,918.916,95
R006256,G002851,1,762.646,1668.976,906.33,94
R006265,G002852,1,732.646,1163.731,431.086,44
R006265,G002853,2,1593.731,2106.224,512.493,53
R006272,G002854,1,725.2,1388.714,663.513,68
R006272,G002855,2,1428.714,1448.714,20.0,2
R006272,G002856,3,1458.714,1508.714,50.0,5
R006274,G002857,1,725.2,1388.714,663.513,68
R006274,G002858,2,1428.714,1448.714,20.0,2
R006274,G002859,3,1458.714,1508.714,50.0,5
R006279,G002860,1,1076.452,1126.452,50.0,5
R006279,G002861,2,1146.452,1156.452,10.0,1
R006279,G002862,3,1196.452,1867.039,670.587,68
R006283,G002863,1,725.2,1388.714,663.513,68
R006283,G002864,2,1428.714,1448.714,20.0,2
R006283,G002865,3,1458.714,1508.714,50.0,5
R006286,G002866,1,1076.452,1126.452,50.0,5
R006286,G002867,2,1146.452,1156.452,10.0,1
R006286,G002868,3,1196.452,1867.039,670.587,68
R006289,G002869,1,725.2,1388.714,663.513,68
R006289,G002870,2,1428.714,1448.714,20.0,2
R006289,G002871,3,1458.714,1508.714,50.0,5
R006293,G002872,1,725.2,1388.714,663.513,68
R006293,G002873,2,1428.714,1448.714,20.0,2
R006293,G002874,3,1458.714,1508.714,50.0,5
R006298,G002875,1,1136.452,1186.452,50.0,5
R006298,G002876,2,1206.452,1216.452,10.0,1
R006298,G002877,3,1256.452,1927.039,670.587,68
R006299,G002878,1,755.2,1418.714,663.513,68
R006299,G002879,2,1458.714,1478.714,20.0,2
R006299,G002880,3,1488.714,1538.714,50.0,5
R006300,G002881,1,1136.452,1186.452,50.0,5
R006300,G002882,2,1206.452,1216.452,10.0,1
R006300,G002883,3,1256.452,1927.039,670.587,68
R006303,G002884,1,1136.452,1186.452,50.0,5
R006303,G002885,2,1206.452,1216.452,10.0,1
R006303,G002886,3,1256.452,1927.039,670.587,68
R006316,G002887,1,1152.422,1497.225,344.803,36
R006326,G002888,1,1152.422,1497.225,344.803,36
R006338,G002889,1,1212.422,1557.225,344.803,36
R006344,G002890,1,1212.422,1557.225,344.803,36
R006353,G002891,1,784.749,1351.044,566.295,58
R006358,G002892,1,1322.491,1894.708,572.217,59
R006361,G002893,1,784.749,1351.044,566.295,58
R006363,G002894,1,784.749,1351.044,566.295,58
R006367,G002895,1,1322.491,1894.708,572.217,59
R006370,G002896,1,784.749,1351.044,566.295,58
R006374,G002897,1,784.749,1351.044,566.295,58
R006379,G002898,1,1382.491,1954.708,572.217,59
R006385,G002899,1,1382.491,1954.708,572.217,59
R006389,G002900,1,1032.545,1571.455,538.91,56
R006390,G002901,1,778.033,1316.303,538.27,55
R006391,G002902,1,1032.545,1571.455,538.91,56
R006392,G002903,1,778.033,1316.303,538.27,55
R006393,G002904,1,1032.545,1571.455,538.91,56
R006394,G002905,1,778.033,1316.303,538.27,55
R006399,G002906,1,1032.545,1571.455,538.91,56
R006400,G002907,1,778.033,1316.303,538.27,55
R006401,G002908,1,1032.545,1571.455,538.91,56
R006402,G002909,1,778.033,1316.303,538.27,55
R006403,G002910,1,1032.545,1571.455,538.91,56
R006404,G002911,1,778.033,1316.303,538.27,55
R006409,G002912,1,1032.545,1571.455,538.91,56
R006410,G002913,1,778.033,1316.303,538.27,55
R006411,G002914,1,1032.545,1571.455,538.91,56
R006412,G002915,1,778.033,1316.303,538.27,55
R006415,G002916,1,1032.545,1571.455,538.91,56
R006416,G002917,1,778.033,1316.303,538.27,55
R006417,G002918,1,1062.545,1631.455,568.91,59
R006418,G002919,1,808.033,1376.303,568.27,58
R006419,G002920,1,1062.545,1631.455,568.91,59
R006421,G002921,1,1092.545,1631.455,538.91,56
R006425,G002922,1,1092.545,1631.455,538.91,56
R006427,G002923,1,1092.545,1631.455,538.91,56
R006431,G002924,1,725.2,1724.759,999.559,104
R006432,G002925,1,720.494,1719.129,998.635,103
R006433,G002926,1,725.2,1724.759,999.559,104
R006434,G002927,1,720.494,1719.129,998.635,103
R006435,G002928,1,725.2,1724.759,999.559,104
R006436,G002929,1,720.494,1719.129,998.635,103
R006441,G002930,1,725.2,1724.759,999.559,104
R006442,G002931,1,720.494,1719.129,998.635,103
R006443,G002932,1,725.2,1724.759,999.559,104
R006445,G002933,1,725.2,1724.759,999.559,104
R006446,G002934,1,720.494,1719.129,998.635,103
R006451,G002935,1,725.2,1724.759,999.559,104
R006452,G002936,1,720.494,1719.129,998.635,103
R006453,G002937,1,725.2,1724.759,999.559,104
R006457,G002938,1,725.2,1724.759,999.559,104
R006458,G002939,1,720.494,1719.129,998.635,103
R006475,G002940,1,784.749,1471.917,687.168,71
R006475,G002941,2,1521.917,2142.107,620.19,64
R006498,G002942,1,784.749,1412.609,627.86,65
R006498,G002943,2,1441.761,1760.212,318.451,33
