task_id,gap_id,gap_index,tau_start,tau_end,duration_s,n_outage_samples
R002480,G001478,2,1602.021,1622.021,20.0,2
R002480,G001479,3,1632.021,1692.021,60.0,6
R002481,G001480,1,1173.404,1233.404,60.0,6
R002481,G001481,2,1253.404,1273.404,20.0,2
R002481,G001482,3,1323.404,2078.948,755.544,77
R002482,G001483,1,785.2,1552.021,766.821,78
R002482,G001484,2,1602.021,1622.021,20.0,2
R002482,G001485,3,1632.021,1692.021,60.0,6
R002484,G001486,1,785.2,1552.021,766.821,78
R002484,G001487,2,1602.021,1622.021,20.0,2
R002484,G001488,3,1632.021,1692.021,60.0,6
R002485,G001489,1,1173.404,1233.404,60.0,6
R002485,G001490,2,1253.404,1273.404,20.0,2
R002485,G001491,3,1323.404,2078.948,755.544,77
R002487,G001492,1,785.2,1552.021,766.821,78
R002487,G001493,2,1602.021,1622.021,20.0,2
R002487,G001494,3,1632.021,1692.021,60.0,6
R002488,G001495,1,1173.404,1233.404,60.0,6
R002488,G001496,2,1253.404,1273.404,20.0,2
R002488,G001497,3,1323.404,2078.948,755.544,77
R002489,G001498,1,785.2,1552.021,766.821,78
R002489,G001499,2,1602.021,1622.021,20.0,2
R002489,G001500,3,1632.021,1692.021,60.0,6
R002490,G001501,1,1173.404,1233.404,60.0,6
R002490,G001502,2,1253.404,1273.404,20.0,2
R002490,G001503,3,1323.404,2078.948,755.544,77
R002491,G001504,1,785.2,1552.021,766.821,78
R002491,G001505,2,1602.021,1622.021,20.0,2
R002491,G001506,3,1632.021,1692.021,60.0,6
R002493,G001507,1,785.2,1552.021,766.821,78
R002493,G001508,2,1602.021,1622.021,20.0,2
R002493,G001509,3,1632.021,1692.021,60.0,6
R002494,G001510,1,1203.404,1263.404,60.0,6
R002494,G001511,2,1283.404,1303.404,20.0,2
R002494,G001512,3,1353.404,2138.948,785.544,80
R002496,G001513,1,1203.404,1263.404,60.0,6
R002496,G001514,2,1283.404,1303.404,20.0,2
R002496,G001515,3,1353.404,2138.948,785.544,80
R002498,G001516,1,1233.404,1293.404,60.0,6
R002498,G001517,2,1313.404,1333.404,20.0,2
R002498,G001518,3,1383.404,2138.948,755.544,77
R002499,G001519,1,815.2,1582.021,766.821,78
R002499,G001520,2,1632.021,1652.021,20.0,2
R002499,G001521,3,1662.021,1722.021,60.0,6
R002500,G001522,1,1233.404,1293.404,60.0,6
R002500,G001523,2,1313.404,1333.404,20.0,2
R002500,G001524,3,1383.404,2138.948,755.544,77
R002503,G001525,1,1269.375,1641.256,371.881,39
R002504,G001526,1,780.494,1142.432,361.938,37
R002504,G001527,2,1152.432,1162.432,10.0,1
R002506,G001528,1,780.494,1142.432,361.938,37
R002506,G001529,2,1152.432,1162.432,10.0,1
R002507,G001530,1,1269.375,1641.256,371.881,39
R002510,G001531,1,780.494,1142.432,361.938,37
R002510,G001532,2,1152.432,1162.432,10.0,1
R002511,G001533,1,1269.375,1641.256,371.881,39
R002513,G001534,1,1269.375,1641.256,371.881,39
R002514,G001535,1,780.494,1142.432,361.938,37
R002514,G001536,2,1152.432,1162.432,10.0,1
R002516,G001537,1,780.494,1142.432,361.938,37
R002516,G001538,2,1152.432,1162.432,10.0,1
R002526,G001539,1,844.749,1471.226,626.477,64
R002527,G001540,1,1459.443,2090.379,630.935,65
R002528,G001541,1,844.749,1471.226,626.477,64
R002530,G001542,1,844.749,1471.226,626.477,64
R002531,G001543,1,1459.443,2090.379,630.935,65
R002532,G001544,1,844.749,1471.226,626.477,64
R002534,G001545,1,844.749,1471.226,626.477,64
R002535,G001546,1,1459.443,2090.379,630.935,65
R002536,G001547,1,844.749,1471.226,626.477,64
R002538,G001548,1,844.749,1471.226,626.477,64
R002540,G001549,1,844.749,1471.226,626.477,64
R002549,G001550,1,1099.498,1716.104,616.606,63
R002550,G001551,1,838.033,1456.622,618.589,63
R002551,G001552,1,1099.498,1716.104,616.606,63
R002552,G001553,1,838.033,1456.622,618.589,63
R002553,G001554,1,1099.498,1716.104,616.606,63
R002554,G001555,1,838.033,1456.622,618.589,63
R002555,G001556,1,1099.498,1716.104,616.606,63
R002556,G001557,1,838.033,1456.622,618.589,63
R002557,G001558,1,1099.498,1716.104,616.606,63
R002558,G001559,1,838.033,1456.622,618.589,63
R002559,G001560,1,1099.498,1716.104,616.606,63
R002560,G001561,1,838.033,1456.622,618.589,63
R002561,G001562,1,1099.498,1716.104,616.606,63
R002562,G001563,1,838.033,1456.622,618.589,63
R002563,G001564,1,1099.498,1716.104,616.606,63
R002564,G001565,1,838.033,1456.622,618.589,63
R002565,G001566,1,1129.498,1776.104,646.606,66
R002566,G001567,1,868.033,1516.622,648.589,66
R002567,G001568,1,1129.498,1776.104,646.606,66
R002568,G001569,1,868.033,1516.622,648.589,66
R002569,G001570,1,1159.498,1776.104,616.606,63
R002573,G001571,1,785.2,1905.799,1120.599,115
R002575,G001572,1,785.2,1905.799,1120.599,115
R002576,G001573,1,780.494,1897.673,1117.179,114
R002577,G001574,1,785.2,1905.799,1120.599,115
R002578,G001575,1,780.494,1897.673,1117.179,114
R002579,G001576,1,785.2,1905.799,1120.599,115
R002580,G001577,1,780.494,1897.673,1117.179,114
R002581,G001578,1,785.2,1905.799,1120.599,115
R002582,G001579,1,780.494,1897.673,1117.179,114
R002583,G001580,1,785.2,1905.799,1120.599,115
R002584,G001581,1,780.494,1897.673,1117.179,114
R002585,G001582,1,785.2,1905.799,1120.599,115
R002587,G001583,1,785.2,1905.799,1120.599,115
R002588,G001584,1,780.494,1897.673,1117.179,114
R002594,G001585,1,810.494,1957.673,1147.179,117
R002603,G001586,1,844.749,1552.791,708.042,73
R002603,G001587,2,1584.23,1912.682,328.451,34
R002605,G001588,1,844.749,1552.791,708.042,73
R002605,G001589,2,1584.23,1912.682,328.451,34
R002606,G001590,1,780.494,1113.545,333.051,34
R002606,G001591,2,1134.065,1838.725,704.66,73
R002610,G001592,1,780.494,1113.545,333.051,34
R002610,G001593,2,1134.065,1838.725,704.66,73
R002624,G001594,1,930.05,1647.44,717.39,73
R002625,G001595,1,690.418,1401.799,711.381,72
R002626,G001596,1,930.05,1647.44,717.39,73
R002628,G001597,1,930.05,1647.44,717.39,73
R002629,G001598,1,690.418,1401.799,711.381,72
R002630,G001599,1,930.05,1647.44,717.39,73
R002631,G001600,1,690.418,1401.799,711.381,72
R002632,G001601,1,930.05,1647.44,717.39,73
R002633,G001602,1,690.418,1401.799,711.381,72
R002636,G001603,1,930.05,1647.44,717.39,73
R002637,G001604,1,690.418,1401.799,711.381,72
R002638,G001605,1,930.05,1647.44,717.39,73
R002651,G001606,1,690.418,1401.799,711.381,72
R002658,G001607,1,930.05,1647.44,717.39,73
R002659,G001608,1,690.418,1401.799,711.381,72
R002660,G001609,1,930.05,1647.44,717.39,73
R002661,G001610,1,690.418,1401.799,711.381,72
R002662,G001611,1,960.05,1707.44,747.39,76
R002663,G001612,1,720.418,1461.799,741.381,75
R002664,G001613,1,930.05,1647.44,717.39,73
R002665,G001614,1,690.418,1401.799,711.381,72
R002668,G001615,1,930.05,1647.44,717.39,73
R002669,G001616,1,690.418,1401.799,711.381,72
R002681,G001617,1,720.418,1431.799,711.381,72
R002688,G001618,1,990.05,1707.44,717.39,73
R002690,G001619,1,990.05,1707.44,717.39,73
R002692,G001620,1,990.05,1707.44,717.39,73
R002693,G001621,1,720.418,1431.799,711.381,72
R002694,G001622,1,990.05,1707.44,717.39,73
R002708,G001623,1,1202.283,2033.473,831.19,84
R002709,G001624,1,774.701,1600.576,825.874,84
R002710,G001625,1,1202.283,2033.473,831.19,84
R002712,G001626,1,1202.283,2033.473,831.19,84
R002713,G001627,1,774.701,1600.576,825.874,84
R002714,G001628,1,1202.283,2033.473,831.19,84
R002715,G001629,1,774.701,1600.576,825.874,84
R002716,G001630,1,1202.283,2033.473,831.19,84
R002717,G001631,1,774.701,1600.576,825.874,84
R002722,G001632,1,774.701,1600.576,825.874,84
R002725,G001633,1,1262.283,2093.473,831.19,84
R002732,G001634,1,1202.283,2033.473,831.19,84
R002733,G001635,1,774.701,1600.576,825.874,84
R002734,G001636,1,1202.283,2033.473,831.19,84
R002736,G001637,1,1232.283,2093.473,861.19,87
R002737,G001638,1,804.701,1660.576,855.874,87
R002738,G001639,1,1202.283,2033.473,831.19,84
R002739,G001640,1,774.701,1600.576,825.874,84
R002740,G001641,1,1202.283,2033.473,831.19,84
R002749,G001642,1,804.701,1630.576,825.874,84
R002750,G001643,1,1262.283,2093.473,831.19,84
R002751,G001644,1,804.701,1630.576,825.874,84
R002752,G001645,1,1262.283,2093.473,831.19,84
R002754,G001646,1,804.701,1630.576,825.874,84
R002755,G001647,1,1262.283,2093.473,831.19,84
R002757,G001648,1,1262.283,2093.473,831.19,84
R002758,G001649,1,804.701,1630.576,825.874,84
R002759,G001650,1,1262.283,2093.473,831.19,84
R002760,G001651,1,804.701,1630.576,825.874,84
R002761,G001652,1,1262.283,2093.473,831.19,84
R002762,G001653,1,804.701,1630.576,825.874,84
R002764,G001654,1,804.701,1630.576,825.874,84
R002765,G001655,1,1292.283,2153.473,861.19,87
R002766,G001656,1,834.701,1690.576,855.874,87
R002767,G001657,1,1292.283,2153.473,861.19,87
R002768,G001658,1,834.701,1690.576,855.874,87
R002769,G001659,1,1322.283,2153.473,831.19,84
R002770,G001660,1,834.701,1660.576,825.874,84
R002771,G001661,1,1322.283,2153.473,831.19,84
R002772,G001662,1,834.701,1660.576,825.874,84
R002773,G001663,1,1322.283,2153.473,831.19,84
R002774,G001664,1,1073.228,1721.892,648.664,66
R002775,G001665,1,800.18,1444.691,644.512,66
R002776,G001666,1,1073.228,1721.892,648.664,66
R002777,G001667,1,800.18,1444.691,644.512,66
R002778,G001668,1,1073.228,1721.892,648.664,66
R002779,G001669,1,800.18,1444.691,644.512,66
R002780,G001670,1,1073.228,1721.892,648.664,66
R002781,G001671,1,800.18,1444.691,644.512,66
R002782,G001672,1,1073.228,1721.892,648.664,66
R002783,G001673,1,800.18,1444.691,644.512,66
R002784,G001674,1,1073.228,1721.892,648.664,66
R002785,G001675,1,800.18,1444.691,644.512,66
R002786,G001676,1,1073.228,1721.892,648.664,66
R002787,G001677,1,800.18,1444.691,644.512,66
R002788,G001678,1,1073.228,1721.892,648.664,66
R002789,G001679,1,800.18,1444.691,644.512,66
R002794,G001680,1,1133.228,1781.892,648.664,66
R002795,G001681,1,830.18,1474.691,644.512,66
R002797,G001682,1,800.18,1444.691,644.512,66
R002799,G001683,1,800.18,1444.691,644.512,66
R002800,G001684,1,1073.228,1721.892,648.664,66
R002802,G001685,1,800.18,1444.691,644.512,66
R002806,G001686,1,1073.228,1721.892,648.664,66
R002807,G001687,1,800.18,1444.691,644.512,66
R002808,G001688,1,1073.228,1721.892,648.664,66
R002809,G001689,1,800.18,1444.691,644.512,66
R002810,G001690,1,1073.228,1721.892,648.664,66
R002811,G001691,1,800.18,1444.691,644.512,66
R002814,G001692,1,1073.228,1721.892,648.664,66
R002815,G001693,1,800.18,1444.691,644.512,66
R002823,G001694,1,830.18,1474.691,644.512,66
R002825,G001695,1,830.18,1474.691,644.512,66
R002826,G001696,1,1133.228,1781.892,648.664,66
R002827,G001697,1,830.18,1474.691,644.512,66
R002829,G001698,1,830.18,1474.691,644.512,66
R002831,G001699,1,830.18,1474.691,644.512,66
R002833,G001700,1,830.18,1474.691,644.512,66
R002834,G001701,1,1133.228,1781.892,648.664,66
R002835,G001702,1,830.18,1474.691,644.512,66
R002837,G001703,1,830.18,1474.691,644.512,66
R002838,G001704,1,1133.228,1781.892,648.664,66
R002839,G001705,1,830.18,1474.691,644.512,66
R002840,G001706,1,1133.228,1781.892,648.664,66
R002846,G001707,1,1163.228,1841.892,678.664,69
R002847,G001708,1,860.18,1534.691,674.512,69
R002854,G001709,1,962.348,1390.3,427.952,44
R002855,G001710,1,746.237,1162.648,416.411,44
R002856,G001711,1,962.348,1390.3,427.952,44
R002857,G001712,1,746.237,1162.648,416.411,44
R002858,G001713,1,962.348,1390.3,427.952,44
R002859,G001714,1,746.237,1162.648,416.411,44
R002860,G001715,1,962.348,1390.3,427.952,44
R002861,G001716,1,746.237,1162.648,416.411,44
R002862,G001717,1,962.348,1390.3,427.952,44
R002863,G001718,1,746.237,1162.648,416.411,44
R002864,G001719,1,962.348,1390.3,427.952,44
R002869,G001720,1,746.237,1162.648,416.411,44
R002874,G001721,1,1022.348,1450.3,427.952,44
R002875,G001722,1,776.237,1192.648,416.411,44
R002888,G001723,1,962.348,1390.3,427.952,44
R002890,G001724,1,962.348,1390.3,427.952,44
R002892,G001725,1,962.348,1390.3,427.952,44
R002896,G001726,1,962.348,1390.3,427.952,44
R002898,G001727,1,992.348,1450.3,457.952,47
R003018,G001728,1,1213.36,1569.432,356.072,37
R003019,G001729,1,758.091,1125.96,367.869,39
R003020,G001730,1,1213.36,1569.432,356.072,37
R003021,G001731,1,758.091,1125.96,367.869,39
R003022,G001732,1,1213.36,1569.432,356.072,37
R003023,G001733,1,758.091,1125.96,367.869,39
R003026,G001734,1,1213.36,1569.432,356.072,37
R003027,G001735,1,758.091,1125.96,367.869,39
R003028,G001736,1,1213.36,1569.432,356.072,37
R003030,G001737,1,1213.36,1569.432,356.072,37
R003038,G001738,1,1273.36,1629.432,356.072,37
R003039,G001739,1,788.091,1155.96,367.869,39
R003040,G001740,1,1213.36,1569.432,356.072,37
R003042,G001741,1,1213.36,1569.432,356.072,37
R003044,G001742,1,1213.36,1569.432,356.072,37
R003050,G001743,1,1273.36,1629.432,356.072,37
R003052,G001744,1,1213.36,1569.432,356.072,37
R003054,G001745,1,1213.36,1569.432,356.072,37
R003056,G001746,1,1213.36,1569.432,356.072,37
R003060,G001747,1,1213.36,1569.432,356.072,37
R003068,G001748,1,1273.36,1629.432,356.072,37
R003070,G001749,1,1273.36,1629.432,356.072,37
R003071,G001750,1,788.091,1155.96,367.869,39
R003072,G001751,1,1273.36,1629.432,356.072,37
R003073,G001752,1,788.091,1155.96,367.869,39
R003074,G001753,1,1273.36,1629.432,356.072,37
R003076,G001754,1,1273.36,1629.432,356.072,37
R003078,G001755,1,1273.36,1629.432,356.072,37
R003080,G001756,1,1273.36,1629.432,356.072,37
R003081,G001757,1,788.091,1155.96,367.869,39
R003082,G001758,1,1273.36,1629.432,356.072,37
R003084,G001759,1,1273.36,1629.432,356.072,37
R003085,G001760,1,788.091,1155.96,367.869,39
R003086,G001761,1,1273.36,1629.432,356.072,37
R003088,G001762,1,1303.36,1689.432,386.072,40
R003094,G001763,1,1333.36,1689.432,356.072,37
R003096,G001764,1,1333.36,1689.432,356.072,37
R003098,G001765,1,1333.36,1689.432,356.072,37
R003113,G001766,1,731.736,1425.133,693.397,72
R003113,G001767,2,1455.133,1525.133,70.0,7
R003121,G001768,1,761.736,1455.133,693.397,72
R003121,G001769,2,1485.133,1555.133,70.0,7
R003176,G001770,1,924.712,1388.366,463.654,48
R003177,G001771,1,685.176,1143.056,457.879,48
R003178,G001772,1,924.712,1388.366,463.654,48
R003179,G001773,1,685.176,1143.056,457.879,48
R003180,G001774,1,924.712,1388.366,463.654,48
R003181,G001775,1,685.176,1143.056,457.879,48
R003182,G001776,1,924.712,1388.366,463.654,48
R003183,G001777,1,685.176,1143.056,457.879,48
R003184,G001778,1,924.712,1388.366,463.654,48
R003185,G001779,1,685.176,1143.056,457.879,48
R003186,G001780,1,924.712,1388.366,463.654,48
R003187,G001781,1,685.176,1143.056,457.879,48
R003192,G001782,1,984.712,1448.366,463.654,48
R003193,G001783,1,715.176,1173.056,457.879,48
R003204,G001784,1,924.712,1388.366,463.654,48
R003205,G001785,1,685.176,1143.056,457.879,48
R003206,G001786,1,924.712,1388.366,463.654,48
R003207,G001787,1,685.176,1143.056,457.879,48
R003210,G001788,1,924.712,1388.366,463.654,48
R003211,G001789,1,685.176,1143.056,457.879,48
R003212,G001790,1,954.712,1448.366,493.654,51
R003214,G001791,1,954.712,1448.366,493.654,51
R003216,G001792,1,984.712,1448.366,463.654,48
R003228,G001793,1,984.712,1448.366,463.654,48
R003230,G001794,1,984.712,1448.366,463.654,48
R003232,G001795,1,984.712,1448.366,463.654,48
R003244,G001796,1,1080.662,1457.642,376.981,39
R003245,G001797,1,732.646,1101.316,368.67,38
R003246,G001798,1,1080.662,1457.642,376.981,39
R003247,G001799,1,732.646,1101.316,368.67,38
R003248,G001800,1,1080.662,1457.642,376.981,39
R003249,G001801,1,732.646,1101.316,368.67,38
R003250,G001802,1,1080.662,1457.642,376.981,39
R003251,G001803,1,732.646,1101.316,368.67,38
R003252,G001804,1,1080.662,1457.642,376.981,39
R003253,G001805,1,732.646,1101.316,368.67,38
R003254,G001806,1,1080.662,1457.642,376.981,39
R003275,G001807,1,732.646,1101.316,368.67,38
R003278,G001808,1,1080.662,1457.642,376.981,39
R003281,G001809,1,762.646,1161.316,398.67,41
R003380,G001810,1,1052.169,1752.09,699.921,72
R003381,G001811,1,725.2,1413.763,688.563,71
R003382,G001812,1,1052.169,1752.09,699.921,72
R003383,G001813,1,725.2,1413.763,688.563,71
R003384,G001814,1,1052.169,1752.09,699.921,72
R003385,G001815,1,725.2,1413.763,688.563,71
R003386,G001816,1,1052.169,1752.09,699.921,72
R003387,G001817,1,725.2,1413.763,688.563,71
R003388,G001818,1,1052.169,1752.09,699.921,72
R003389,G001819,1,725.2,1413.763,688.563,71
R003390,G001820,1,1052.169,1752.09,699.921,72
R003391,G001821,1,725.2,1413.763,688.563,71
R003397,G001822,1,755.2,1443.763,688.563,71
R003398,G001823,1,1052.169,1752.09,699.921,72
R003399,G001824,1,725.2,1413.763,688.563,71
R003400,G001825,1,1052.169,1752.09,699.921,72
R003401,G001826,1,725.2,1413.763,688.563,71
R003403,G001827,1,725.2,1413.763,688.563,71
R003407,G001828,1,755.2,1443.763,688.563,71
R003408,G001829,1,1052.169,1752.09,699.921,72
R003409,G001830,1,725.2,1413.763,688.563,71
R003410,G001831,1,1052.169,1752.09,699.921,72
R003411,G001832,1,725.2,1413.763,688.563,71
R003414,G001833,1,1052.169,1752.09,699.921,72
R003415,G001834,1,725.2,1413.763,688.563,71
R003421,G001835,1,755.2,1443.763,688.563,71
R003423,G001836,1,755.2,1443.763,688.563,71
R003424,G001837,1,1112.169,1812.09,699.921,72
R003425,G001838,1,755.2,1443.763,688.563,71
R003427,G001839,1,755.2,1443.763,688.563,71
R003429,G001840,1,755.2,1443.763,688.563,71
R003432,G001841,1,1112.169,1812.09,699.921,72
R003433,G001842,1,755.2,1443.763,688.563,71
R003434,G001843,1,1112.169,1812.09,699.921,72
R003435,G001844,1,755.2,1443.763,688.563,71
R003436,G001845,1,1112.169,1812.09,699.921,72
R003439,G001846,1,785.2,1503.763,718.563,74
R003441,G001847,1,785.2,1503.763,718.563,74
R003445,G001848,1,785.2,1473.763,688.563,71
R003448,G001849,1,1013.089,1362.53,349.442,37
R003449,G001850,1,720.494,1071.62,351.126,36
R003450,G001851,1,1013.089,1362.53,349.442,37
R003451,G001852,1,720.494,1071.62,351.126,36
R003452,G001853,1,1013.089,1362.53,349.442,37
R003453,G001854,1,720.494,1071.62,351.126,36
R003454,G001855,1,1013.089,1362.53,349.442,37
R003455,G001856,1,720.494,1071.62,351.126,36
R003456,G001857,1,1013.089,1362.53,349.442,37
R003457,G001858,1,720.494,1071.62,351.126,36
R003458,G001859,1,1013.089,1362.53,349.442,37
R003464,G001860,1,1073.089,1422.53,349.442,37
R003465,G001861,1,750.494,1101.62,351.126,36
R003472,G001862,1,1043.089,1422.53,379.442,40
R003473,G001863,1,750.494,1131.62,381.126,39
R003474,G001864,1,1073.089,1422.53,349.442,37
R003475,G001865,1,750.494,1101.62,351.126,36
R003476,G001866,1,1013.089,1362.53,349.442,37
R003477,G001867,1,720.494,1071.62,351.126,36
R003478,G001868,1,1013.089,1362.53,349.442,37
R003479,G001869,1,720.494,1071.62,351.126,36
R003482,G001870,1,1013.089,1362.53,349.442,37
R003483,G001871,1,720.494,1071.62,351.126,36
R003484,G001872,1,1043.089,1422.53,379.442,40
R003485,G001873,1,750.494,1131.62,381.126,39
R003500,G001874,1,1073.089,1422.53,349.442,37
R003502,G001875,1,1073.089,1422.53,349.442,37
R003504,G001876,1,1073.089,1422.53,349.442,37
R003516,G001877,1,1186.985,1773.494,586.509,60
R003517,G001878,1,784.749,1374.872,590.123,61
R003518,G001879,1,1186.985,1773.494,586.509,60
R003519,G001880,1,784.749,1374.872,590.123,61
R003520,G001881,1,1186.985,1773.494,586.509,60
R003521,G001882,1,784.749,1374.872,590.123,61
R003522,G001883,1,1186.985,1773.494,586.509,60
R003523,G001884,1,784.749,1374.872,590.123,61
R003524,G001885,1,1186.985,1773.494,586.509,60
R003525,G001886,1,784.749,1374.872,590.123,61
R003526,G001887,1,1186.985,1773.494,586.509,60
R003527,G001888,1,784.749,1374.872,590.123,61
R003534,G001889,1,1186.985,1773.494,586.509,60
R003584,G001890,1,1226.074,1733.92,507.847,52
R003585,G001891,1,778.033,1289.165,511.132,53
R003586,G001892,1,1226.074,1733.92,507.847,52
R003587,G001893,1,778.033,1289.165,511.132,53
R003588,G001894,1,1226.074,1733.92,507.847,52
R003589,G001895,1,778.033,1289.165,511.132,53
R003590,G001896,1,1226.074,1733.92,507.847,52
R003591,G001897,1,778.033,1289.165,511.132,53
R003592,G001898,1,1226.074,1733.92,507.847,52
R003593,G001899,1,778.033,1289.165,511.132,53
R003594,G001900,1,1226.074,1733.92,507.847,52
R003595,G001901,1,778.033,1289.165,511.132,53
R003600,G001902,1,1286.074,1793.92,507.847,52
R003601,G001903,1,808.033,1319.165,511.132,53
R003602,G001904,1,1226.074,1733.92,507.847,52
R003603,G001905,1,778.033,1289.165,511.132,53
R003604,G001906,1,1226.074,1733.92,507.847,52
R003605,G001907,1,778.033,1289.165,511.132,53
R003606,G001908,1,1226.074,1733.92,507.847,52
R003610,G001909,1,1286.074,1793.92,507.847,52
R003612,G001910,1,1226.074,1733.92,507.847,52
R003614,G001911,1,1226.074,1733.92,507.847,52
R003615,G001912,1,778.033,1289.165,511.132,53
R003618,G001913,1,1226.074,1733.92,507.847,52
R003624,G001914,1,1286.074,1793.92,507.847,52
R003626,G001915,1,1286.074,1793.92,507.847,52
R003627,G001916,1,808.033,1319.165,511.132,53
R003628,G001917,1,1286.074,1793.92,507.847,52
R003629,G001918,1,808.033,1319.165,511.132,53
R003630,G001919,1,1286.074,1793.92,507.847,52
R003632,G001920,1,1286.074,1793.92,507.847,52
R003633,G001921,1,808.033,1319.165,511.132,53
R003636,G001922,1,1286.074,1793.92,507.847,52
R003637,G001923,1,808.033,1319.165,511.132,53
R003638,G001924,1,1286.074,1793.92,507.847,52
R003639,G001925,1,808.033,1319.165,511.132,53
R003640,G001926,1,1286.074,1793.92,507.847,52
R003646,G001927,1,1346.074,1853.92,507.847,52
R003647,G001928,1,838.033,1349.165,511.132,53
R003648,G001929,1,1346.074,1853.92,507.847,52
R003649,G001930,1,838.033,1349.165,511.132,53
R003650,G001931,1,1346.074,1853.92,507.847,52
R003651,G001932,1,838.033,1349.165,511.132,53
R003671,G001933,1,720.418,1838.467,1118.049,114
R003672,G001934,1,830.18,1954.873,1124.694,114
R003711,G001935,1,746.237,1072.269,326.032,34
R003711,G001936,2,1102.868,1839.215,736.346,75
R003713,G001937,1,746.237,1072.269,326.032,34
R003713,G001938,2,1102.868,1839.215,736.346,75
R003719,G001939,1,746.237,1072.269,326.032,34
R003719,G001940,2,1102.868,1839.215,736.346,75
R003726,G001941,1,720.418,1474.317,753.899,77
