gap_id,task_id,candidate_id,tau_start_s,tau_end_s,service_duration_s,dispatch_offset_s,arrival_offset_s,service_start_offset_s,service_end_offset_s,return_offset_s,min_transport_start_s,outbound_time_s,return_time_s,lead_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_energy_kWh,end_soc,charge_time_s,relay_uav_occupancy_s,energy_component_occupancy_s,lon,lat,agl_height_m,min_access_margin_db,relay_g01_margin_db
G000006,R000019,RP040245,720.418,1555.624,835.206,205.46708503753132,690.418,720.418,1555.624,1890.1156569465181,0.0,304.9509149624687,334.49165694651816,514.9509149624687,0.10062281898190856,0.06910499787829674,0.2643685,0.43409631686020533,0.8643449009811859,676.3516287244584,1984.648571908987,2361.0002006334453,109.21347222222222,23.03291666666667,200.0,0.0745661025103174,5.675998422430453
G000003,R000016,RP019707,750.418,1615.624,865.206,-2.5869171074185715,720.418,750.418,1615.624,2200.6765916679656,2.5869171074185715,543.0049171074186,585.0525916679654,753.0049171074186,0.1780260236019193,0.13316421595545683,0.27353516666666666,0.5847254062240428,0.8172733105549866,737.5446962785174,2503.263508775384,2940.8082050539015,109.27125,23.05069444444445,260.0,6.877545724760111,9.998693017410716
G000005,R000018,RP019707,750.418,1615.624,865.206,-2.5869171074185715,720.418,750.418,1615.624,2200.6765916679656,2.5869171074185715,543.0049171074186,585.0525916679654,753.0049171074186,0.1780260236019193,0.13316421595545683,0.27353516666666666,0.5847254062240428,0.8172733105549866,737.5446962785174,2503.263508775384,2940.8082050539015,109.27125,23.05069444444445,260.0,6.877545724760111,9.998693017410716
G000007,R000020,RP019707,750.418,1615.624,865.206,-2.5869171074185715,720.418,750.418,1615.624,2200.6765916679656,2.5869171074185715,543.0049171074186,585.0525916679654,753.0049171074186,0.1780260236019193,0.13316421595545683,0.27353516666666666,0.5847254062240428,0.8172733105549866,737.5446962785174,2503.263508775384,2940.8082050539015,109.27125,23.05069444444445,260.0,6.877545724760111,9.998693017410716
G000008,R000021,RP019707,750.418,1615.624,865.206,-2.5869171074185715,720.418,750.418,1615.624,2200.6765916679656,2.5869171074185715,543.0049171074186,585.0525916679654,753.0049171074186,0.1780260236019193,0.13316421595545683,0.27353516666666666,0.5847254062240428,0.8172733105549866,737.5446962785174,2503.263508775384,2940.8082050539015,109.27125,23.05069444444445,260.0,6.877545724760111,9.998693017410716
G000009,R000022,RP019707,750.418,1615.624,865.206,-2.5869171074185715,720.418,750.418,1615.624,2200.6765916679656,2.5869171074185715,543.0049171074186,585.0525916679654,753.0049171074186,0.1780260236019193,0.13316421595545683,0.27353516666666666,0.5847254062240428,0.8172733105549866,737.5446962785174,2503.263508775384,2940.8082050539015,109.27125,23.05069444444445,260.0,6.877545724760111,9.998693017410716
G000003,R000016,RP016472,750.418,1615.624,865.206,12.637451153752409,720.418,750.418,1615.624,2180.2710227435455,0.0,527.7805488462476,564.6470227435457,737.7805488462476,0.17260003713151123,0.13326619339652943,0.27353516666666666,0.5794013971947073,0.818937063376654,735.3818176103499,2467.633571589793,2903.015389200143,109.26680555555556,23.05402777777778,240.0,0.0481013767592628,9.998218853700124
G000005,R000018,RP016472,750.418,1615.624,865.206,12.637451153752409,720.418,750.418,1615.624,2180.2710227435455,0.0,527.7805488462476,564.6470227435457,737.7805488462476,0.17260003713151123,0.13326619339652943,0.27353516666666666,0.5794013971947073,0.818937063376654,735.3818176103499,2467.633571589793,2903.015389200143,109.26680555555556,23.05402777777778,240.0,0.0481013767592628,9.998218853700124
G000007,R000020,RP016472,750.418,1615.624,865.206,12.637451153752409,720.418,750.418,1615.624,2180.2710227435455,0.0,527.7805488462476,564.6470227435457,737.7805488462476,0.17260003713151123,0.13326619339652943,0.27353516666666666,0.5794013971947073,0.818937063376654,735.3818176103499,2467.633571589793,2903.015389200143,109.26680555555556,23.05402777777778,240.0,0.0481013767592628,9.998218853700124
G000008,R000021,RP016472,750.418,1615.624,865.206,12.637451153752409,720.418,750.418,1615.624,2180.2710227435455,0.0,527.7805488462476,564.6470227435457,737.7805488462476,0.17260003713151123,0.13326619339652943,0.27353516666666666,0.5794013971947073,0.818937063376654,735.3818176103499,2467.633571589793,2903.015389200143,109.26680555555556,23.05402777777778,240.0,0.0481013767592628,9.998218853700124
