pattern_id,uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s
P004781,B,2,S003>S007,3,25.0,0.067,2.8270677542634957,2239.683316742361,0.2932330614341261,True,1870.7717873338688
P004782,B,2,S007>S003,3,25.0,0.067,2.654901089206178,2239.683316742361,0.33627472769845546,True,2504.26489592377
P004783,B,2,S003>S007,2,28.0,0.054,3.005077864499266,2179.683316742361,0.2487305338751835,True,5941.9059292684415
P004784,B,2,S007>S003,2,28.0,0.054,2.753884032846721,2179.683316742361,0.3115289917883197,True,5752.464087322531
P004785,B,2,S003>S007,2,28.0,0.054,3.005077864499266,2179.683316742361,0.2487305338751835,True,1930.7717873338688
P004786,B,2,S007>S003,2,28.0,0.054,2.753884032846721,2179.683316742361,0.3115289917883197,True,2564.26489592377
P004787,B,2,S003>S007,2,20.0,0.062,2.6058295736681614,2179.683316742361,0.34854260658295966,True,5941.9059292684415
P004788,B,2,S007>S003,2,20.0,0.062,2.5313884548280585,2179.683316742361,0.36715288629298537,True,5752.464087322531
P004789,B,2,S003>S007,2,22.0,0.055,2.6849545746868486,2179.683316742361,0.32876135632828785,True,5941.9059292684415
P004790,B,2,S007>S003,2,22.0,0.055,2.5757379963482077,2179.683316742361,0.3560655009129481,True,5752.464087322531
P004791,B,2,S003>S007,2,17.0,0.039,2.5063285736757566,2179.683316742361,0.37341785658106086,True,1930.7717873338688
P004792,B,2,S007>S003,2,17.0,0.039,2.474853876872265,2179.683316742361,0.38128653078193375,True,2564.26489592377
P004793,B,2,S003>S007,3,25.0,0.067,2.8270677542634957,2239.683316742361,0.2932330614341261,True,1870.7717873338688
P004794,B,2,S007>S003,3,25.0,0.067,2.654901089206178,2239.683316742361,0.33627472769845546,True,2504.26489592377
P004795,B,2,S003>S007,2,20.0,0.062,2.6542338553980835,2179.683316742361,0.3364415361504791,False,inf
P004796,B,2,S007>S003,2,20.0,0.062,2.4832869508759137,2179.683316742361,0.3791782622810216,False,inf
P004797,B,2,S003>S007,2,20.0,0.062,2.6542338553980835,2179.683316742361,0.3364415361504791,True,1930.7717873338688
P004798,B,2,S007>S003,2,20.0,0.062,2.4832869508759137,2179.683316742361,0.3791782622810216,True,2564.26489592377
P004799,B,2,S003>S007,2,12.0,0.07,2.4032139423908365,2179.683316742361,0.39919651440229087,False,inf
P004800,B,2,S007>S003,2,12.0,0.07,2.3533454233059334,2179.683316742361,0.41166364417351664,False,inf
P004801,B,2,S003>S007,2,14.0,0.063,2.4539777277041157,2179.683316742361,0.3865055680739711,False,inf
P004802,B,2,S007>S003,2,14.0,0.063,2.379986173650458,2179.683316742361,0.40500345658738546,False,inf
P004803,B,2,S003>S007,2,9.0,0.047,2.339708149934304,2179.683316742361,0.415072962516424,True,1930.7717873338688
P004804,B,2,S007>S003,2,9.0,0.047,2.319286313968874,2179.683316742361,0.4201784215077815,True,2564.26489592377
P004805,B,2,S003>S007,2,22.0,0.055,2.7238886078841276,2179.683316742361,0.3190278480289681,False,inf
P004806,B,2,S007>S003,2,22.0,0.055,2.5370310464842616,2179.683316742361,0.3657422383789346,False,inf
P004807,B,2,S003>S007,2,22.0,0.055,2.7238886078841276,2179.683316742361,0.3190278480289681,True,1930.7717873338688
P004808,B,2,S007>S003,2,22.0,0.055,2.5370310464842616,2179.683316742361,0.3657422383789346,True,2564.26489592377
P004809,B,2,S003>S007,2,14.0,0.063,2.444507479171472,2179.683316742361,0.388873130207132,False,inf
P004810,B,2,S007>S003,2,14.0,0.063,2.389380727738657,2179.683316742361,0.40265481806533576,False,inf
P004811,B,2,S003>S007,2,16.0,0.056,2.500960185410966,2179.683316742361,0.37475995364725845,False,inf
P004812,B,2,S007>S003,2,16.0,0.056,2.4195736499556224,2179.683316742361,0.3951065875110944,False,inf
P004813,B,2,S003>S007,2,11.0,0.04,2.3734957151529557,2179.683316742361,0.4066260712117611,True,1930.7717873338688
P004814,B,2,S007>S003,2,11.0,0.04,2.3506348770311982,2179.683316742361,0.41234128074220044,True,2564.26489592377
P004815,B,2,S003>S007,3,25.0,0.067,2.8749909389075476,2239.683316742361,0.2812522652731131,True,1870.7717873338688
P004816,B,2,S007>S003,3,25.0,0.067,2.616194139342232,2239.683316742361,0.345951465164442,True,2504.26489592377
P004817,B,2,S003>S007,3,25.0,0.067,2.8749909389075476,2239.683316742361,0.2812522652731131,True,1870.7717873338688
P004818,B,2,S007>S003,3,25.0,0.067,2.616194139342232,2239.683316742361,0.345951465164442,True,2504.26489592377
P004819,B,2,S003>S007,3,19.0,0.068,2.601234210060519,2239.683316742361,0.34969144748487024,True,1870.7717873338688
P004820,B,2,S007>S003,3,19.0,0.068,2.4726123035348055,2239.683316742361,0.3818469241162986,True,2504.26489592377
P004821,B,2,S003>S007,3,25.0,0.067,2.7891901189493513,2239.683316742361,0.30270247026266217,True,1870.7717873338688
P004822,B,2,S007>S003,3,25.0,0.067,2.738769369573798,2239.683316742361,0.31530765760655055,True,2534.26489592377
P004823,B,2,S003>S007,3,25.0,0.067,2.7891901189493513,2239.683316742361,0.30270247026266217,True,1870.7717873338688
P004824,B,2,S007>S003,3,25.0,0.067,2.738769369573798,2239.683316742361,0.31530765760655055,True,2534.26489592377
P004825,B,2,S003>S007,3,19.0,0.068,2.5633565747463747,2239.683316742361,0.35916085631340633,True,1870.7717873338688
P004826,B,2,S007>S003,3,19.0,0.068,2.528235963411383,2239.683316742361,0.3679410091471542,True,2534.26489592377
P004827,B,2,S003>S007,2,17.0,0.039,2.5657506171186872,2179.683316742361,0.3585623457203282,True,5941.9059292684415
P004828,B,2,S007>S003,2,17.0,0.039,2.415848152873778,2179.683316742361,0.3960379617815555,True,5752.464087322531
P004829,B,2,S003>S007,2,17.0,0.039,2.5657506171186872,2179.683316742361,0.3585623457203282,True,1930.7717873338688
P004830,B,2,S007>S003,2,17.0,0.039,2.415848152873778,2179.683316742361,0.3960379617815555,True,2564.26489592377
P004831,B,2,S003>S007,2,9.0,0.047,2.350725911647313,2179.683316742361,0.41231852208817177,True,5941.9059292684415
P004832,B,2,S007>S003,2,9.0,0.047,2.308382093922532,2179.683316742361,0.422904476519367,True,5752.464087322531
P004833,B,2,S003>S007,2,11.0,0.04,2.393983725398608,2179.683316742361,0.40150406865034804,True,5941.9059292684415
P004834,B,2,S007>S003,2,11.0,0.04,2.3303361028966574,2179.683316742361,0.41741597427583566,True,5752.464087322531
P004835,B,2,S003>S007,3,25.0,0.067,2.9327832205376803,2239.683316742361,0.26680419486557994,True,5911.9059292684415
P004836,B,2,S007>S003,3,25.0,0.067,2.5958953652076913,2239.683316742361,0.3510261586980772,True,5692.464087322531
P004837,B,2,S003>S007,3,25.0,0.067,2.9327832205376803,2239.683316742361,0.26680419486557994,True,1870.7717873338688
P004838,B,2,S007>S003,3,25.0,0.067,2.5958953652076913,2239.683316742361,0.3510261586980772,True,2504.26489592377
P004839,B,2,S003>S007,2,6.0,0.024,2.297544730115816,2179.683316742361,0.425613817471046,True,1930.7717873338688
P004840,B,2,S007>S003,2,6.0,0.024,2.2807696891534355,2179.683316742361,0.42980757771164113,True,2564.26489592377
P004841,B,2,S003>S007,3,20.0,0.051000000000000004,2.680612631913349,2239.683316742361,0.3298468420216627,True,1870.7717873338688
P004842,B,2,S007>S003,3,20.0,0.051000000000000004,2.4723827308295716,2239.683316742361,0.3819043172926071,True,2504.26489592377
P004843,B,2,S003>S007,3,20.0,0.051000000000000004,2.680612631913349,2239.683316742361,0.3298468420216627,True,1870.7717873338688
P004844,B,2,S007>S003,3,20.0,0.051000000000000004,2.4723827308295716,2239.683316742361,0.3819043172926071,True,2504.26489592377
P004845,B,2,S003>S007,3,12.0,0.059,2.418047522597428,2239.683316742361,0.395488119350643,True,1870.7717873338688
P004846,B,2,S007>S003,3,12.0,0.059,2.3424412032595914,2239.683316742361,0.41438969918510216,True,2504.26489592377
P004847,B,2,S003>S007,3,14.0,0.052000000000000005,2.4713673527726074,2239.683316742361,0.38215816180684814,True,1870.7717873338688
P004848,B,2,S007>S003,3,14.0,0.052000000000000005,2.369081953604116,2239.683316742361,0.407729511598971,True,2504.26489592377
P004849,B,2,S003>S007,3,25.0,0.067,2.809678129195004,2239.683316742361,0.297580467701249,True,5881.9059292684415
P004850,B,2,S007>S003,3,25.0,0.067,2.681166324054777,2239.683316742361,0.32970841898630576,True,5692.464087322531
P004851,B,2,S003>S007,3,20.0,0.051000000000000004,2.594811811955153,2239.683316742361,0.3512970470112118,True,1870.7717873338688
P004852,B,2,S007>S003,3,20.0,0.051000000000000004,2.557653689676657,2239.683316742361,0.3605865775808358,True,2534.26489592377
P004853,B,2,S003>S007,3,25.0,0.067,2.809678129195004,2239.683316742361,0.297580467701249,True,5881.9059292684415
P004854,B,2,S007>S003,3,25.0,0.067,2.681166324054777,2239.683316742361,0.32970841898630576,True,5692.464087322531
P004855,B,2,S003>S007,3,20.0,0.051000000000000004,2.594811811955153,2239.683316742361,0.3512970470112118,True,1870.7717873338688
P004856,B,2,S007>S003,3,20.0,0.051000000000000004,2.557653689676657,2239.683316742361,0.3605865775808358,True,2534.26489592377
P004857,B,2,S003>S007,3,12.0,0.059,2.3921961806778285,2239.683316742361,0.4019509548305429,True,1870.7717873338688
P004858,B,2,S007>S003,3,12.0,0.059,2.368065461845858,2239.683316742361,0.4079836345385355,True,2534.26489592377
P004859,B,2,S003>S007,3,25.0,0.067,2.848612162392283,2239.683316742361,0.2878469594019293,True,5881.9059292684415
P004860,B,2,S007>S003,3,25.0,0.067,2.633470222744058,2239.683316742361,0.34163244431398554,True,5692.464087322531
P004861,B,2,S003>S007,3,25.0,0.067,2.848612162392283,2239.683316742361,0.2878469594019293,True,1870.7717873338688
P004862,B,2,S007>S003,3,25.0,0.067,2.633470222744058,2239.683316742361,0.34163244431398554,True,2534.26489592377
P004863,B,2,S003>S007,3,19.0,0.068,2.583844584992027,2239.683316742361,0.3540388537519933,True,5881.9059292684415
P004864,B,2,S007>S003,3,19.0,0.068,2.489888386936631,2239.683316742361,0.3775279032658423,True,5692.464087322531
P004865,B,2,S003>S007,3,14.0,0.052000000000000005,2.433489717458464,2239.683316742361,0.391627570635384,True,1870.7717873338688
P004866,B,2,S007>S003,3,14.0,0.052000000000000005,2.406656811140482,2239.683316742361,0.39833579721487955,True,2534.26489592377
P004867,B,2,S011>S003,2,28.0,0.054,2.7888676663020155,2272.278424723509,0.3027830834244961,True,9982.998190465114
P004868,B,2,S003>S011,2,22.0,0.055,2.851590935293471,2272.2784247235095,0.28710226617663226,False,inf
P004869,B,2,S011>S003,2,22.0,0.055,2.6797891755469445,2272.278424723509,0.33005270611326387,False,inf
P004870,B,2,S003>S011,2,17.0,0.039,2.6523005669387065,2272.2784247235095,0.33692485826532337,True,8810.350051478043
P004871,B,2,S011>S003,2,17.0,0.039,2.618449224814289,2272.278424723509,0.34538769379642775,True,9982.998190465114
P004872,B,2,S003>S011,3,25.0,0.067,3.010981631824188,2332.2784247235095,0.24725459204395295,True,8750.350051478043
P004873,B,2,S011>S003,3,25.0,0.067,2.7281707625306586,2332.278424723509,0.31795730936733535,True,9922.998190465114
P004874,B,2,S011>S003,2,28.0,0.054,2.7888676663020155,2272.278424723509,0.3027830834244961,True,5659.868979341383
P004875,B,2,S003>S011,2,22.0,0.055,2.851590935293471,2272.2784247235095,0.28710226617663226,True,5941.9059292684415
P004876,B,2,S011>S003,2,22.0,0.055,2.6797891755469445,2272.278424723509,0.33005270611326387,True,5659.868979341383
P004877,B,2,S003>S011,2,17.0,0.039,2.6523005669387065,2272.2784247235095,0.33692485826532337,True,5941.9059292684415
P004878,B,2,S011>S003,2,17.0,0.039,2.618449224814289,2272.278424723509,0.34538769379642775,True,5659.868979341383
P004879,B,2,S003>S011,3,25.0,0.067,3.010981631824188,2332.2784247235095,0.24725459204395295,True,5911.9059292684415
P004880,B,2,S011>S003,3,25.0,0.067,2.7281707625306586,2332.278424723509,0.31795730936733535,True,5599.868979341383
P004881,B,2,S003>S011,2,20.0,0.062,2.8594023887996327,2272.2784247235095,0.2851494028000918,True,8810.350051478043
P004882,B,2,S011>S003,2,20.0,0.062,2.552520455265749,2272.278424723509,0.36186988618356275,True,9982.998190465114
P004883,B,2,S003>S011,2,14.0,0.063,2.620614088310738,2272.2784247235095,0.3448464779223155,False,inf
P004884,B,2,S011>S003,2,14.0,0.063,2.4899480198847925,2272.278424723509,0.37751299502880187,False,inf
P004885,B,2,S003>S011,2,9.0,0.047,2.4856801431972544,2272.2784247235095,0.3785799642006864,True,8810.350051478043
P004886,B,2,S011>S003,2,9.0,0.047,2.4535770709207902,2272.278424723509,0.38660573226980244,True,9982.998190465114
P004887,B,2,S003>S011,2,22.0,0.055,2.9290571412856767,2272.2784247235095,0.2677357146785808,True,8810.350051478043
P004888,B,2,S011>S003,2,22.0,0.055,2.5994526362214057,2272.278424723509,0.3501368409446486,True,9982.998190465114
P004889,B,2,S003>S011,2,16.0,0.056,2.6675965460175886,2272.2784247235095,0.33310086349560286,False,inf
P004890,B,2,S011>S003,2,16.0,0.056,2.5280838050818044,2272.278424723509,0.3679790487295489,False,inf
P004891,B,2,S003>S011,2,11.0,0.04,2.519467708415906,2272.2784247235095,0.3701330728960235,True,8810.350051478043
P004892,B,2,S011>S003,2,11.0,0.04,2.4865935024110275,2272.278424723509,0.3783516243972431,True,9982.998190465114
P004893,B,2,S003>S011,3,25.0,0.067,3.1060417956415827,2332.2784247235095,0.22348955108960433,True,8750.350051478043
P004894,B,2,S011>S003,3,25.0,0.067,2.6478342232051197,2332.278424723509,0.33804144419872006,True,9922.998190465114
P004895,B,2,S003>S011,3,19.0,0.068,2.7851480876212116,2332.2784247235095,0.3037129780946971,True,8750.350051478043
P004896,B,2,S011>S003,3,19.0,0.068,2.5602326388956156,2332.278424723509,0.3599418402760961,True,9922.998190465114
P004897,B,2,S003>S011,3,25.0,0.067,2.9351621122123017,2332.2784247235095,0.26620947194692457,True,8750.350051478043
P004898,B,2,S011>S003,3,25.0,0.067,2.898424892048114,2332.278424723509,0.2753937769879715,True,9952.998190465114
P004899,B,2,S003>S011,3,25.0,0.067,2.9351621122123017,2332.2784247235095,0.26620947194692457,True,5881.9059292684415
P004900,B,2,S011>S003,3,25.0,0.067,2.898424892048114,2332.278424723509,0.2753937769879715,True,5599.868979341383
P004901,B,2,S003>S011,3,19.0,0.068,2.709328568009325,2332.2784247235095,0.32266785799766873,True,8750.350051478043
P004902,B,2,S011>S003,3,19.0,0.068,2.6752051698494785,2332.278424723509,0.33119870753763037,True,9952.998190465114
P004903,B,2,S003>S011,2,17.0,0.039,2.7709191505202364,2272.2784247235095,0.3072702123699409,True,5941.9059292684415
P004904,B,2,S011>S003,2,17.0,0.039,2.494568363454981,2272.278424723509,0.3763579091362548,True,5659.868979341383
P004905,B,2,S003>S011,2,11.0,0.04,2.56062008600523,2272.2784247235095,0.35984497849869246,True,5941.9059292684415
P004906,B,2,S011>S003,2,11.0,0.04,2.4430491803772583,2272.278424723509,0.38923770490568543,True,5659.868979341383
P004907,B,2,S011>S003,3,25.0,0.067,2.6042899011713505,2332.278424723509,0.3489275247071624,True,5599.868979341383
P004908,B,2,S003>S011,2,6.0,0.024,2.4435167233787665,2272.2784247235095,0.3891208191553084,True,5941.9059292684415
P004909,B,2,S011>S003,2,6.0,0.024,2.4135961398865926,2272.278424723509,0.39660096502835185,True,5659.868979341383
P004910,B,2,S003>S011,3,20.0,0.051000000000000004,2.911663488647384,2332.2784247235095,0.27208412783815406,True,5911.9059292684415
P004911,B,2,S011>S003,3,20.0,0.051000000000000004,2.5288894344180974,2332.278424723509,0.36777764139547564,True,5599.868979341383
P004912,B,2,S003>S011,3,14.0,0.052000000000000005,2.6552812303333004,2332.2784247235095,0.3361796924166749,True,5911.9059292684415
P004913,B,2,S011>S003,3,14.0,0.052000000000000005,2.466316999037141,2332.278424723509,0.38342075024071476,True,5599.868979341383
P004914,B,2,S003>S011,3,25.0,0.067,2.976314489801626,2332.2784247235095,0.25592137754959354,True,5881.9059292684415
P004915,B,2,S011>S003,3,25.0,0.067,2.7818670290450767,2332.278424723509,0.30453324273873084,True,5599.868979341383
P004916,B,2,S003>S011,3,20.0,0.051000000000000004,2.740783805218103,2332.2784247235095,0.3148040486954743,True,5881.9059292684415
P004917,B,2,S011>S003,3,20.0,0.051000000000000004,2.7064665622918227,2332.278424723509,0.3233833594270443,True,5599.868979341383
P004918,B,2,S003>S011,3,25.0,0.067,2.976314489801626,2332.2784247235095,0.25592137754959354,True,5881.9059292684415
P004919,B,2,S011>S003,3,25.0,0.067,2.7818670290450767,2332.278424723509,0.30453324273873084,True,5599.868979341383
P004920,B,2,S003>S011,3,20.0,0.051000000000000004,2.740783805218103,2332.2784247235095,0.3148040486954743,True,5881.9059292684415
P004921,B,2,S011>S003,3,20.0,0.051000000000000004,2.7064665622918227,2332.278424723509,0.3233833594270443,True,5599.868979341383
P004922,B,2,S003>S011,3,12.0,0.059,2.538168173940778,2332.2784247235095,0.3654579565148055,True,5881.9059292684415
P004923,B,2,S011>S003,3,12.0,0.059,2.505032229736762,2332.278424723509,0.3737419425658095,True,5599.868979341383
P004924,B,2,S003>S011,3,25.0,0.067,3.053780695793831,2332.2784247235095,0.2365548260515422,True,5881.9059292684415
P004925,B,2,S011>S003,3,25.0,0.067,2.683936531894349,2332.278424723509,0.3290158670264127,True,5599.868979341383
P004926,B,2,S003>S011,3,19.0,0.068,2.750480945598649,2332.2784247235095,0.3123797636003377,True,5881.9059292684415
P004927,B,2,S011>S003,3,19.0,0.068,2.5963349475848445,2332.278424723509,0.3509162631037889,True,5599.868979341383
P004928,B,2,S003>S011,3,14.0,0.052000000000000005,2.5794617107214135,2332.2784247235095,0.3551345723196466,True,5881.9059292684415
P004929,B,2,S011>S003,3,14.0,0.052000000000000005,2.5459636297601387,2332.278424723509,0.36350909255996533,True,5599.868979341383
P004930,B,2,S015>S003,2,28.0,0.054,3.0865707885564024,2278.8901511181266,0.2283573028608994,True,9671.773503754845
P004931,B,2,S003>S015,2,22.0,0.055,2.884203102678054,2278.8901511181266,0.2789492243304865,False,inf
P004932,B,2,S015>S003,2,22.0,0.055,2.851564113507937,2278.8901511181266,0.28710897162301574,False,inf
P004933,B,2,S003>S015,2,17.0,0.039,2.704945103123559,2278.8901511181266,0.32376372421911026,True,5532.456345127028
P004934,B,2,S015>S003,2,17.0,0.039,2.718880401294279,2278.8901511181266,0.3202798996764302,True,6071.773503754845
P004935,B,2,S003>S015,3,25.0,0.067,3.026474542841126,2338.8901511181266,0.24338136428971846,True,5472.456345127028
P004936,B,2,S015>S003,3,25.0,0.067,2.95591102527147,2338.8901511181266,0.26102224368213245,True,6011.773503754845
P004937,B,2,S015>S003,2,28.0,0.054,3.0865707885564024,2278.8901511181266,0.2283573028608994,True,5653.257252946765
P004938,B,2,S003>S015,2,22.0,0.055,2.884203102678054,2278.8901511181266,0.2789492243304865,True,5941.9059292684415
P004939,B,2,S015>S003,2,22.0,0.055,2.851564113507937,2278.8901511181266,0.28710897162301574,True,5653.257252946765
P004940,B,2,S003>S015,2,17.0,0.039,2.704945103123559,2278.8901511181266,0.32376372421911026,True,5532.456345127028
P004941,B,2,S015>S003,2,17.0,0.039,2.718880401294279,2278.8901511181266,0.3202798996764302,True,5653.257252946765
P004942,B,2,S003>S015,3,25.0,0.067,3.026474542841126,2338.8901511181266,0.24338136428971846,True,5472.456345127028
P004943,B,2,S015>S003,3,25.0,0.067,2.95591102527147,2338.8901511181266,0.26102224368213245,True,5593.257252946765
P004944,B,2,S003>S015,2,20.0,0.062,2.8536188016948487,2278.8901511181266,0.2865952995762878,True,9132.456345127028
P004945,B,2,S015>S003,2,20.0,0.062,2.748565225913554,2278.8901511181266,0.31285869352161155,True,9671.773503754845
P004946,B,2,S003>S015,2,14.0,0.063,2.653226255695321,2278.8901511181266,0.33669343607616975,False,inf
P004947,B,2,S015>S003,2,14.0,0.063,2.6129231836232893,2278.8901511181266,0.34676920409417766,False,inf
P004948,B,2,S003>S015,2,9.0,0.047,2.5383246793821064,2278.8901511181266,0.3654188301544734,True,5532.456345127028
P004949,B,2,S015>S003,2,9.0,0.047,2.5335881304417196,2278.8901511181266,0.3666029673895701,True,6071.773503754845
P004950,B,2,S003>S015,2,22.0,0.055,2.9232735541808923,2278.8901511181266,0.2691816114547769,True,9132.456345127028
P004951,B,2,S015>S003,2,22.0,0.055,2.815581995338432,2278.8901511181266,0.296104501165392,True,9671.773503754845
P004952,B,2,S003>S015,2,16.0,0.056,2.700208713402171,2278.8901511181266,0.32494782164945724,False,inf
P004953,B,2,S015>S003,2,16.0,0.056,2.6611456126741615,2278.8901511181266,0.3347135968314596,False,inf
P004954,B,2,S003>S015,2,11.0,0.04,2.572112244600758,2278.8901511181266,0.3569719388498105,True,5532.456345127028
P004955,B,2,S015>S003,2,11.0,0.04,2.5708725709459186,2278.8901511181266,0.35728185726352035,True,6071.773503754845
P004956,B,2,S003>S015,3,25.0,0.067,3.074144481173694,2338.8901511181266,0.23146387970657645,True,5472.456345127028
P004957,B,2,S015>S003,3,25.0,0.067,2.9199289071019647,2338.8901511181266,0.2700177732245088,True,6011.773503754845
P004958,B,2,S003>S015,3,19.0,0.068,2.80064099863815,2338.8901511181266,0.2998397503404625,True,5472.456345127028
P004959,B,2,S015>S003,3,19.0,0.068,2.730809695623111,2338.8901511181266,0.31729757609422227,True,6011.773503754845
P004960,B,2,S003>S015,3,25.0,0.067,2.9878066483971537,2338.8901511181266,0.2530483379007116,True,5472.456345127028
P004961,B,2,S015>S003,3,25.0,0.067,3.0347478226435896,2338.8901511181266,0.2413130443391026,True,6041.773503754845
P004962,B,2,S003>S015,3,25.0,0.067,2.9878066483971537,2338.8901511181266,0.2530483379007116,True,5472.456345127028
P004963,B,2,S015>S003,3,25.0,0.067,3.0347478226435896,2338.8901511181266,0.2413130443391026,True,5593.257252946765
P004964,B,2,S003>S015,3,19.0,0.068,2.761973104194177,2338.8901511181266,0.30950672395145573,True,5472.456345127028
P004965,B,2,S015>S003,3,19.0,0.068,2.782626229362827,2338.8901511181266,0.30434344265929325,True,6041.773503754845
P004966,B,2,S003>S015,2,17.0,0.039,2.7651355634154524,2278.8901511181266,0.3087161091461369,True,5941.9059292684415
P004967,B,2,S015>S003,2,17.0,0.039,2.6643518854468295,2278.8901511181266,0.3339120286382926,True,5653.257252946765
P004968,B,2,S003>S015,2,11.0,0.04,2.5932322533898127,2278.8901511181266,0.35169193665254683,True,5941.9059292684415
P004969,B,2,S015>S003,2,11.0,0.04,2.552326173267975,2278.8901511181266,0.36191845668300626,True,5653.257252946765
P004970,B,2,S003>S015,3,25.0,0.067,3.130951683838944,2338.8901511181266,0.21726207904026396,True,5911.9059292684415
P004971,B,2,S015>S003,3,25.0,0.067,2.901382509424021,2338.8901511181266,0.2746543726439947,True,5593.257252946765
P004972,B,2,S003>S015,2,6.0,0.024,2.4961612595636185,2278.8901511181266,0.3759596851090954,True,5532.456345127028
P004973,B,2,S015>S003,2,6.0,0.024,2.487771892813274,2278.8901511181266,0.3780570267966815,True,5653.257252946765
P004974,B,2,S003>S015,3,20.0,0.051000000000000004,2.8797661741794958,2338.8901511181266,0.28005845645512606,True,5472.456345127028
P004975,B,2,S015>S003,3,20.0,0.051000000000000004,2.7386571607065036,2338.8901511181266,0.3153357098233741,True,5593.257252946765
P004976,B,2,S003>S015,3,14.0,0.052000000000000005,2.670774141350239,2338.8901511181266,0.3323064646624403,True,5472.456345127028
P004977,B,2,S015>S003,3,14.0,0.052000000000000005,2.6030151184162387,2338.8901511181266,0.34924622039594033,True,5593.257252946765
P004978,B,2,S003>S015,3,25.0,0.067,3.0089266571862083,2338.8901511181266,0.24776833570344792,True,5881.9059292684415
P004979,B,2,S015>S003,3,25.0,0.067,2.980514231089451,2338.8901511181266,0.25487144222763725,True,5593.257252946765
P004980,B,2,S003>S015,3,20.0,0.051000000000000004,2.7934283414029553,2338.8901511181266,0.3016429146492612,True,5472.456345127028
P004981,B,2,S015>S003,3,20.0,0.051000000000000004,2.8177888823719335,2338.8901511181266,0.29555277940701663,True,5593.257252946765
P004982,B,2,S003>S015,3,25.0,0.067,3.0089266571862083,2338.8901511181266,0.24776833570344792,True,5881.9059292684415
P004983,B,2,S015>S003,3,25.0,0.067,2.980514231089451,2338.8901511181266,0.25487144222763725,True,5593.257252946765
P004984,B,2,S003>S015,3,20.0,0.051000000000000004,2.7934283414029553,2338.8901511181266,0.3016429146492612,True,5472.456345127028
P004985,B,2,S015>S003,3,20.0,0.051000000000000004,2.8177888823719335,2338.8901511181266,0.29555277940701663,True,5593.257252946765
P004986,B,2,S003>S015,3,12.0,0.059,2.59081271012563,2338.8901511181266,0.3522968224685925,True,5472.456345127028
P004987,B,2,S015>S003,3,12.0,0.059,2.591613427957494,2338.8901511181266,0.3520966430106265,True,5593.257252946765
P004988,B,2,S003>S015,3,25.0,0.067,3.0479971086890476,2338.8901511181266,0.2380007228277381,True,5881.9059292684415
P004989,B,2,S015>S003,3,25.0,0.067,2.9359326260902163,2338.8901511181266,0.2660168434774459,True,5593.257252946765
P004990,B,2,S003>S015,3,19.0,0.068,2.7830931129832317,2338.8901511181266,0.3042267217541921,True,5881.9059292684415
P004991,B,2,S015>S003,3,19.0,0.068,2.746813414611362,2338.8901511181266,0.3132966463471595,True,5593.257252946765
P004992,B,2,S003>S015,3,14.0,0.052000000000000005,2.6321062469062655,2338.8901511181266,0.3419734382734336,True,5472.456345127028
P004993,B,2,S015>S003,3,14.0,0.052000000000000005,2.637565235082434,2338.8901511181266,0.3406086912293915,True,5593.257252946765
P004994,B,2,S004>S005,2,28.0,0.054,3.162469034325075,2159.8798383488984,0.20938274141873126,False,inf
P004995,B,2,S005>S004,2,28.0,0.054,2.9367557024304194,2159.879838348898,0.26581107439239515,False,inf
P004996,B,2,S004>S005,2,28.0,0.054,3.162469034325075,2159.8798383488984,0.20938274141873126,True,9116.875667190363
P004997,B,2,S005>S004,2,28.0,0.054,2.9367557024304194,2159.879838348898,0.26581107439239515,True,9787.731161127405
P004998,B,2,S004>S005,2,20.0,0.062,2.7456255141456696,2159.8798383488984,0.3135936214635826,False,inf
P004999,B,2,S005>S004,2,20.0,0.062,2.684151221179487,2159.879838348898,0.3289621947051282,False,inf
P005000,B,2,S004>S005,2,22.0,0.055,2.8280562597435908,2159.8798383488984,0.2929859350641023,False,inf
P005001,B,2,S005>S004,2,22.0,0.055,2.7341177107928205,2159.879838348898,0.3164705723017949,False,inf
P005002,B,2,S004>S005,2,17.0,0.039,2.642097959727033,2159.8798383488984,0.3394755100682417,True,9116.875667190363
P005003,B,2,S005>S004,2,17.0,0.039,2.620883838556846,2159.879838348898,0.34477904036078855,True,9787.731161127405
P005004,B,2,S004>S005,3,25.0,0.067,2.9763433982760987,2219.8798383488984,0.2559141504309753,True,9056.875667190363
P005005,B,2,S005>S004,3,25.0,0.067,2.8238476862286186,2219.879838348898,0.29403807844284535,True,9727.731161127405
P005006,B,2,S004>S005,2,28.0,0.054,3.162469034325075,2159.8798383488984,0.20938274141873126,True,5985.467828559374
P005007,B,2,S005>S004,2,28.0,0.054,2.9367557024304194,2159.879838348898,0.26581107439239515,True,5721.358999758395
P005008,B,2,S004>S005,2,28.0,0.054,3.162469034325075,2159.8798383488984,0.20938274141873126,True,5985.467828559374
P005009,B,2,S005>S004,2,28.0,0.054,2.9367557024304194,2159.879838348898,0.26581107439239515,True,5721.358999758395
P005010,B,2,S004>S005,2,20.0,0.062,2.7456255141456696,2159.8798383488984,0.3135936214635826,True,5985.467828559374
P005011,B,2,S005>S004,2,20.0,0.062,2.684151221179487,2159.879838348898,0.3289621947051282,True,5721.358999758395
