pattern_id,uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s
P005012,B,2,S004>S005,2,22.0,0.055,2.8280562597435908,2159.8798383488984,0.2929859350641023,True,5985.467828559374
P005013,B,2,S005>S004,2,22.0,0.055,2.7341177107928205,2159.879838348898,0.3164705723017949,True,5721.358999758395
P005014,B,2,S004>S005,2,17.0,0.039,2.642097959727033,2159.8798383488984,0.3394755100682417,True,5985.467828559374
P005015,B,2,S005>S004,2,17.0,0.039,2.620883838556846,2159.879838348898,0.34477904036078855,True,5721.358999758395
P005016,B,2,S004>S005,3,25.0,0.067,2.9763433982760987,2219.8798383488984,0.2559141504309753,True,5955.467828559374
P005017,B,2,S005>S004,3,25.0,0.067,2.8238476862286186,2219.879838348898,0.29403807844284535,True,5661.358999758395
P005018,B,2,S004>S005,2,20.0,0.062,2.7940400962141636,2159.8798383488984,0.3014899759464591,False,inf
P005019,B,2,S005>S004,2,20.0,0.062,2.634728389110993,2159.879838348898,0.3413179027222517,False,inf
P005020,B,2,S004>S005,2,20.0,0.062,2.7940400962141636,2159.8798383488984,0.3014899759464591,True,9116.875667190363
P005021,B,2,S005>S004,2,20.0,0.062,2.634728389110993,2159.879838348898,0.3413179027222517,True,9787.731161127405
P005022,B,2,S004>S005,2,12.0,0.07,2.5353173623767913,2159.8798383488984,0.3661706594058022,False,inf
P005023,B,2,S005>S004,2,12.0,0.07,2.4903599171969475,2159.879838348898,0.3774100207007631,False,inf
P005024,B,2,S004>S005,2,14.0,0.063,2.587494132354172,2159.8798383488984,0.353126466911457,False,inf
P005025,B,2,S005>S004,2,14.0,0.063,2.5196171144806856,2159.879838348898,0.3700957213798286,False,inf
P005026,B,2,S004>S005,2,9.0,0.047,2.4701872498223576,2159.8798383488984,0.3824531875444106,True,9116.875667190363
P005027,B,2,S005>S004,2,9.0,0.047,2.4533761496022306,2159.879838348898,0.38665596259944235,True,9787.731161127405
P005028,B,2,S004>S005,2,22.0,0.055,2.8668860498928397,2159.8798383488984,0.2832784875267901,False,inf
P005029,B,2,S005>S004,2,22.0,0.055,2.694531733143571,2159.879838348898,0.3263670667141072,False,inf
P005030,B,2,S004>S005,2,22.0,0.055,2.8668860498928397,2159.8798383488984,0.2832784875267901,True,9116.875667190363
P005031,B,2,S005>S004,2,22.0,0.055,2.694531733143571,2159.879838348898,0.3263670667141072,True,9787.731161127405
P005032,B,2,S004>S005,2,14.0,0.063,2.5779093404349274,2159.8798383488984,0.35552266489126816,False,inf
P005033,B,2,S005>S004,2,14.0,0.063,2.5294539688999302,2159.879838348898,0.36763650777501744,False,inf
P005034,B,2,S004>S005,2,16.0,0.056,2.6361546963571647,2159.8798383488984,0.3409613259107088,False,inf
P005035,B,2,S005>S004,2,16.0,0.056,2.5628652027286694,2159.879838348898,0.35928369931783266,False,inf
P005036,B,2,S004>S005,2,11.0,0.04,2.504772325672793,2159.8798383488984,0.3738069185818017,True,9116.875667190363
P005037,B,2,S005>S004,2,11.0,0.04,2.4869893587027883,2159.879838348898,0.37825266032430294,True,9787.731161127405
P005038,B,2,S004>S005,3,25.0,0.067,3.023779759803282,2219.8798383488984,0.24405506004917954,True,9056.875667190363
P005039,B,2,S005>S004,3,25.0,0.067,2.7842617085793693,2219.879838348898,0.3039345728551577,True,9727.731161127405
P005040,B,2,S004>S005,3,25.0,0.067,3.023779759803282,2219.8798383488984,0.24405506004917954,True,9056.875667190363
P005041,B,2,S005>S004,3,25.0,0.067,2.7842617085793693,2219.879838348898,0.3039345728551577,True,9727.731161127405
P005042,B,2,S004>S005,3,19.0,0.068,2.739810434518958,2219.8798383488984,0.3150473913702605,True,9056.875667190363
P005043,B,2,S005>S004,3,19.0,0.068,2.6220443266350952,2219.879838348898,0.3444889183412262,True,9727.731161127405
P005044,B,2,S004>S005,3,25.0,0.067,2.938007446463656,2219.8798383488984,0.265498138384086,True,9056.875667190363
P005045,B,2,S005>S004,3,25.0,0.067,2.9075150536129453,2219.879838348898,0.2731212365967637,True,9757.731161127405
P005046,B,2,S004>S005,3,25.0,0.067,2.938007446463656,2219.8798383488984,0.265498138384086,True,5925.467828559374
P005047,B,2,S005>S004,3,25.0,0.067,2.9075150536129453,2219.879838348898,0.2731212365967637,True,5661.358999758395
P005048,B,2,S004>S005,2,17.0,0.039,2.701837783948613,2159.8798383488984,0.32454055401284676,True,5985.467828559374
P005049,B,2,S005>S004,2,17.0,0.039,2.559757670585266,2159.879838348898,0.36006058235368354,True,5721.358999758395
P005050,B,2,S004>S005,2,17.0,0.039,2.701837783948613,2159.8798383488984,0.32454055401284676,True,5985.467828559374
P005051,B,2,S005>S004,2,17.0,0.039,2.559757670585266,2159.879838348898,0.36006058235368354,True,5721.358999758395
P005052,B,2,S004>S005,2,9.0,0.047,2.481512491975444,2159.8798383488984,0.37962187700613903,True,5985.467828559374
P005053,B,2,S005>S004,2,9.0,0.047,2.441672813699144,2159.879838348898,0.38958179657521397,True,5721.358999758395
P005054,B,2,S004>S005,2,11.0,0.04,2.525682359745124,2159.8798383488984,0.36857941006371897,True,5985.467828559374
P005055,B,2,S005>S004,2,11.0,0.04,2.4654491683804576,2159.879838348898,0.3836377079048856,True,5721.358999758395
P005056,B,2,S004>S005,3,25.0,0.067,3.0804063880695622,2219.8798383488984,0.22989840298260944,True,5955.467828559374
P005057,B,2,S005>S004,3,25.0,0.067,2.762721518257039,2219.879838348898,0.30931962043574024,True,5661.358999758395
P005058,B,2,S004>S005,3,25.0,0.067,3.0804063880695622,2219.8798383488984,0.22989840298260944,True,5955.467828559374
P005059,B,2,S005>S004,3,25.0,0.067,2.762721518257039,2219.879838348898,0.30931962043574024,True,5661.358999758395
P005060,B,2,S004>S005,2,6.0,0.024,2.4273960302624324,2159.8798383488984,0.3931509924343919,True,5985.467828559374
P005061,B,2,S005>S004,2,6.0,0.024,2.4122280524734365,2159.879838348898,0.39694298688164087,True,5721.358999758395
P005062,B,2,S004>S005,3,20.0,0.051000000000000004,2.82007258533221,2219.8798383488984,0.2949818536669475,True,5955.467828559374
P005063,B,2,S005>S004,3,20.0,0.051000000000000004,2.6230250532079067,2219.879838348898,0.34424373669802333,True,5661.358999758395
P005064,B,2,S004>S005,3,20.0,0.051000000000000004,2.82007258533221,2219.8798383488984,0.2949818536669475,True,5955.467828559374
P005065,B,2,S005>S004,3,20.0,0.051000000000000004,2.6230250532079067,2219.879838348898,0.34424373669802333,True,5661.358999758395
P005066,B,2,S004>S005,3,12.0,0.059,2.550296021031392,2219.8798383488984,0.362425994742152,True,5955.467828559374
P005067,B,2,S005>S004,3,12.0,0.059,2.478656581293862,2219.879838348898,0.3803358546765345,True,5661.358999758395
P005068,B,2,S004>S005,3,14.0,0.052000000000000005,2.604920050094284,2219.8798383488984,0.34876998747642896,True,5955.467828559374
P005069,B,2,S005>S004,3,14.0,0.052000000000000005,2.507913778577599,2219.879838348898,0.3730215553556002,True,5661.358999758395
P005070,B,2,S004>S005,3,25.0,0.067,2.9589174805359866,2219.8798383488984,0.26027062986600336,True,5925.467828559374
P005071,B,2,S005>S004,3,25.0,0.067,2.850258269096665,2219.879838348898,0.2874354327258337,True,5661.358999758395
P005072,B,2,S004>S005,3,20.0,0.051000000000000004,2.7343002719925833,2219.8798383488984,0.3164249320018542,True,5925.467828559374
P005073,B,2,S005>S004,3,20.0,0.051000000000000004,2.7105618040475328,2219.879838348898,0.3223595489881168,True,5661.358999758395
P005074,B,2,S004>S005,3,25.0,0.067,2.9589174805359866,2219.8798383488984,0.26027062986600336,True,5925.467828559374
P005075,B,2,S005>S004,3,25.0,0.067,2.850258269096665,2219.879838348898,0.2874354327258337,True,5661.358999758395
P005076,B,2,S004>S005,3,20.0,0.051000000000000004,2.7343002719925833,2219.8798383488984,0.3164249320018542,True,5925.467828559374
P005077,B,2,S005>S004,3,20.0,0.051000000000000004,2.7105618040475328,2219.879838348898,0.3223595489881168,True,5661.358999758395
P005078,B,2,S004>S005,3,12.0,0.059,2.523992120223705,2219.8798383488984,0.36900196994407375,True,5925.467828559374
P005079,B,2,S005>S004,3,12.0,0.059,2.505716669601549,2219.879838348898,0.37357083259961277,True,5661.358999758395
P005080,B,2,S004>S005,3,25.0,0.067,2.997747270685236,2219.8798383488984,0.250563182328691,True,5925.467828559374
P005081,B,2,S005>S004,3,25.0,0.067,2.8020657200694816,2219.879838348898,0.2994835699826296,True,5661.358999758395
P005082,B,2,S004>S005,3,25.0,0.067,2.997747270685236,2219.8798383488984,0.250563182328691,True,5925.467828559374
P005083,B,2,S005>S004,3,25.0,0.067,2.8020657200694816,2219.879838348898,0.2994835699826296,True,5661.358999758395
P005084,B,2,S004>S005,3,19.0,0.068,2.722384516778846,2219.8798383488984,0.31940387080528854,True,5925.467828559374
P005085,B,2,S005>S004,3,19.0,0.068,2.6398483381252076,2219.879838348898,0.3400379154686981,True,5661.358999758395
P005086,B,2,S004>S005,3,14.0,0.052000000000000005,2.566584098281841,2219.8798383488984,0.35835397542953973,True,5925.467828559374
P005087,B,2,S005>S004,3,14.0,0.052000000000000005,2.547257980390042,2219.879838348898,0.36318550490248946,True,5661.358999758395
P005088,B,2,S006>S004,2,20.0,0.062,3.14444937941645,2410.9948254193055,0.21388765514588748,False,inf
P005089,B,2,S006>S004,2,20.0,0.062,3.14444937941645,2410.9948254193055,0.21388765514588748,True,2747.946323510548
P005090,B,2,S004>S006,2,12.0,0.07,3.136946370876028,2410.994825419306,0.21576340728099297,False,inf
P005091,B,2,S006>S004,2,12.0,0.07,3.0542247188134466,2410.9948254193055,0.23644382029663835,False,inf
P005092,B,2,S006>S004,2,14.0,0.063,3.072680162003218,2410.9948254193055,0.2318299594991955,False,inf
P005093,B,2,S004>S006,2,9.0,0.047,3.048322756266035,2410.994825419306,0.23791931093349128,True,1513.5321844034793
P005094,B,2,S006>S004,2,9.0,0.047,3.030682538308742,2410.9948254193055,0.24232936542281447,True,2747.946323510548
P005095,B,2,S004>S006,2,14.0,0.063,3.179538348934164,2410.994825419306,0.20511541276645895,False,inf
P005096,B,2,S006>S004,2,14.0,0.063,3.102027427045855,2410.9948254193055,0.2244931432385362,False,inf
P005097,B,2,S006>S004,2,16.0,0.056,3.1229751520992366,2410.9948254193055,0.21925621197519085,False,inf
P005098,B,2,S004>S006,2,11.0,0.04,3.08290783211647,2410.994825419306,0.2292730419708825,True,1513.5321844034793
P005099,B,2,S006>S004,2,11.0,0.04,3.075196925779562,2410.9948254193055,0.23120076855510951,True,2747.946323510548
P005100,B,2,S006>S004,3,19.0,0.068,3.1598337980208386,2470.9948254193055,0.21004155049479034,True,2687.946323510548
P005101,B,2,S006>S004,2,17.0,0.039,3.071301307318672,2410.9948254193055,0.23217467317033202,True,5470.244012687987
P005102,B,2,S006>S004,2,17.0,0.039,3.071301307318672,2410.9948254193055,0.23217467317033202,True,2747.946323510548
P005103,B,2,S004>S006,2,9.0,0.047,3.083141500474681,2410.994825419306,0.2292146248813297,True,5985.467828559374
P005104,B,2,S006>S004,2,9.0,0.047,2.9968459295167627,2410.9948254193055,0.25078851762080934,True,5470.244012687987
P005105,B,2,S004>S006,2,11.0,0.04,3.1477285983121974,2410.994825419306,0.21306785042195064,True,5985.467828559374
P005106,B,2,S006>S004,2,11.0,0.04,3.0120130519449457,2410.9948254193055,0.24699673701376357,True,5470.244012687987
P005107,B,2,S006>S004,3,25.0,0.067,3.1966812176914763,2470.9948254193055,0.20082969557713093,True,5410.244012687987
P005108,B,2,S006>S004,3,25.0,0.067,3.1966812176914763,2470.9948254193055,0.20082969557713093,True,2687.946323510548
P005109,B,2,S004>S006,2,6.0,0.024,3.0055315367061097,2410.994825419306,0.24861711582347257,True,1513.5321844034793
P005110,B,2,S006>S004,2,6.0,0.024,2.977826898637627,2410.9948254193055,0.2555432753405933,True,2747.946323510548
P005111,B,2,S006>S004,3,20.0,0.051000000000000004,3.1106127706244706,2470.9948254193055,0.22234680734388235,True,2687.946323510548
P005112,B,2,S006>S004,3,20.0,0.051000000000000004,3.1106127706244706,2470.9948254193055,0.22234680734388235,True,2687.946323510548
P005113,B,2,S004>S006,3,12.0,0.059,3.183956501170417,2470.994825419306,0.20401087470739576,True,1453.5321844034793
P005114,B,2,S006>S004,3,12.0,0.059,3.020388110021467,2470.9948254193055,0.24490297249463322,True,2687.946323510548
P005115,B,2,S006>S004,3,14.0,0.052000000000000005,3.0388435532112386,2470.9948254193055,0.24028911169719036,True,2687.946323510548
P005116,B,2,S004>S006,3,12.0,0.059,3.102127626667382,2470.994825419306,0.22446809333315454,True,1453.5321844034793
P005117,B,2,S006>S004,3,12.0,0.059,3.100252713691169,2470.9948254193055,0.22493682157720774,True,2717.946323510548
P005118,B,2,S004>S006,3,14.0,0.052000000000000005,3.144719604725518,2470.994825419306,0.21382009881862052,True,1453.5321844034793
P005119,B,2,S006>S004,3,14.0,0.052000000000000005,3.156221882098852,2470.9948254193055,0.21094452947528697,True,2717.946323510548
P005120,B,2,S004>S007,2,12.0,0.07,3.161787792446633,2598.391199251959,0.20955305188834172,False,inf
P005121,B,2,S007>S004,2,12.0,0.07,3.1084270530157445,2598.391199251959,0.22289323674606387,False,inf
P005122,B,2,S007>S004,2,14.0,0.063,3.1350678033602692,2598.391199251959,0.2162330491599327,False,inf
P005123,B,2,S004>S007,2,9.0,0.047,3.077314788292102,2598.391199251959,0.23067130292697446,True,1512.063904824271
P005124,B,2,S007>S004,2,9.0,0.047,3.074367943678685,2598.391199251959,0.23140801408032874,True,2564.26489592377
P005125,B,2,S007>S004,2,14.0,0.063,3.160130609679218,2598.391199251959,0.20996734758019553,False,inf
P005126,B,2,S007>S004,2,16.0,0.056,3.1903235318961833,2598.391199251959,0.20241911702595417,False,inf
P005127,B,2,S004>S007,2,11.0,0.04,3.1118998641425373,2598.391199251959,0.22202503396436568,True,1512.063904824271
P005128,B,2,S007>S004,2,11.0,0.04,3.121384758971759,2598.391199251959,0.2196538102570602,True,2564.26489592377
P005129,B,2,S007>S004,2,17.0,0.039,3.152530639710081,2598.391199251959,0.21186734007247976,True,5282.847638855334
P005130,B,2,S007>S004,2,17.0,0.039,3.152530639710081,2598.391199251959,0.21186734007247976,True,2564.26489592377
P005131,B,2,S004>S007,2,9.0,0.047,3.107982922045286,2598.391199251959,0.22300426948867846,True,5985.467828559374
P005132,B,2,S007>S004,2,9.0,0.047,3.045064580758835,2598.391199251959,0.2387338548102913,True,5282.847638855334
P005133,B,2,S004>S007,2,11.0,0.04,3.168540651436892,2598.391199251959,0.20786483714077697,True,5985.467828559374
P005134,B,2,S007>S004,2,11.0,0.04,3.0670185897329603,2598.391199251959,0.23324535256675993,True,5282.847638855334
P005135,B,2,S004>S007,2,6.0,0.024,3.034523568732177,2598.391199251959,0.24136910781695575,True,1512.063904824271
P005136,B,2,S007>S004,2,6.0,0.024,3.0174521759897384,2598.391199251959,0.2456369560025654,True,2564.26489592377
P005137,B,2,S007>S004,3,12.0,0.059,3.0791236900958943,2658.391199251959,0.23021907747602643,True,2504.26489592377
P005138,B,2,S007>S004,3,14.0,0.052000000000000005,3.105764440440419,2658.391199251959,0.22355888988989525,True,2504.26489592377
P005139,B,2,S004>S007,3,12.0,0.059,3.131119658693449,2658.391199251959,0.21722008532663772,True,1452.063904824271
P005140,B,2,S007>S004,3,12.0,0.059,3.1476552043657264,2658.391199251959,0.2130861989085684,True,2534.26489592377
P005141,B,2,S004>S007,3,14.0,0.052000000000000005,3.1737116367515856,2658.391199251959,0.2065720908121036,True,1452.063904824271
P005142,B,2,S004>S008,2,20.0,0.062,3.14375464075209,2340.2948278919507,0.2140613398119775,False,inf
P005143,B,2,S004>S008,2,17.0,0.039,3.0400223137689557,2340.2948278919507,0.23999442155776107,True,5532.422814687484
P005144,B,2,S008>S004,2,17.0,0.039,3.108189776342317,2340.2948278919507,0.22295255591442076,True,5996.829024087232
P005145,B,2,S004>S008,2,20.0,0.062,3.14375464075209,2340.2948278919507,0.2140613398119775,True,5985.467828559374
P005146,B,2,S004>S008,2,17.0,0.039,3.0400223137689557,2340.2948278919507,0.23999442155776107,True,5532.422814687484
P005147,B,2,S008>S004,2,17.0,0.039,3.108189776342317,2340.2948278919507,0.22295255591442076,True,5540.944010215342
P005148,B,2,S004>S008,2,20.0,0.062,3.1926519135369187,2340.2948278919507,0.20183702161577033,False,inf
P005149,B,2,S008>S004,2,20.0,0.062,3.156683477892047,2340.2948278919507,0.21082913052698826,False,inf
P005150,B,2,S004>S008,2,20.0,0.062,3.1926519135369187,2340.2948278919507,0.20183702161577033,True,5532.422814687484
P005151,B,2,S008>S004,2,20.0,0.062,3.156683477892047,2340.2948278919507,0.21082913052698826,True,5996.829024087232
P005152,B,2,S004>S008,2,12.0,0.07,2.9334464889832113,2340.2948278919507,0.2666383777541972,False,inf
P005153,B,2,S008>S004,2,12.0,0.07,2.937648908685241,2340.2948278919507,0.2655877728286897,False,inf
P005154,B,2,S004>S008,2,14.0,0.063,2.985752695169893,2340.2948278919507,0.25356182620752676,False,inf
P005155,B,2,S008>S004,2,14.0,0.063,2.981953496735106,2340.2948278919507,0.25451162581622355,False,inf
P005156,B,2,S004>S008,2,9.0,0.047,2.86811160386428,2340.2948278919507,0.28297209903392995,True,5532.422814687484
P005157,B,2,S008>S004,2,9.0,0.047,2.8817487224143923,2340.2948278919507,0.27956281939640193,True,5996.829024087232
P005158,B,2,S004>S008,2,14.0,0.063,2.9760384670413473,2340.2948278919507,0.25599038323966317,False,inf
P005159,B,2,S008>S004,2,14.0,0.063,2.9913452665303186,2340.2948278919507,0.25216368336742034,False,inf
P005160,B,2,S004>S008,2,16.0,0.056,3.0344132591728865,2340.2948278919507,0.24139668520677837,False,inf
P005161,B,2,S008>S004,2,16.0,0.056,3.042003479639617,2340.2948278919507,0.2394991300900957,False,inf
P005162,B,2,S004>S008,2,11.0,0.04,2.902696679714716,2340.2948278919507,0.27432583007132105,True,5532.422814687484
P005163,B,2,S008>S004,2,11.0,0.04,2.927062096978429,2340.2948278919507,0.2682344757553927,True,5996.829024087232
P005164,B,2,S004>S008,3,19.0,0.068,3.1382525445866385,2400.2948278919507,0.21543686385334038,True,5472.422814687484
P005165,B,2,S008>S004,3,19.0,0.068,3.1318516031848342,2400.2948278919507,0.21703709920379144,True,5936.829024087232
P005166,B,2,S004>S008,2,17.0,0.039,3.100449601271369,2340.2948278919507,0.22488759968215777,True,5985.467828559374
P005167,B,2,S008>S004,2,17.0,0.039,3.049536009673237,2340.2948278919507,0.23761599758169072,True,5540.944010215342
P005168,B,2,S004>S008,2,17.0,0.039,3.100449601271369,2340.2948278919507,0.22488759968215777,True,5532.422814687484
P005169,B,2,S008>S004,2,17.0,0.039,3.049536009673237,2340.2948278919507,0.23761599758169072,True,5540.944010215342
P005170,B,2,S004>S008,2,9.0,0.047,2.8796416185818643,2340.2948278919507,0.2800895953545339,True,5985.467828559374
P005171,B,2,S008>S004,2,9.0,0.047,2.8707023951968087,2340.2948278919507,0.2823244012007978,True,5540.944010215342
P005172,B,2,S004>S008,2,11.0,0.04,2.9239409225608455,2340.2948278919507,0.26901476935978863,True,5985.467828559374
P005173,B,2,S008>S004,2,11.0,0.04,2.9066239999656327,2340.2948278919507,0.2733440000085918,True,5540.944010215342
P005174,B,2,S004>S008,2,6.0,0.024,2.825320384304355,2340.2948278919507,0.29366990392391124,True,5532.422814687484
P005175,B,2,S008>S004,2,6.0,0.024,2.8263331666511657,2340.2948278919507,0.29341670833720856,True,5540.944010215342
